Unique_ID,Study_ID,Location_ID,Survey_ID,Day_of_Week,Time_of_Day,Date,Start_time,End_time,Conditions,Weather,Temperature,Surveyor,Row_ID,Row_Total,Group_Size,Male,Female,Gender_Unknown,White,BlackAfricanAmerican,AmericanIndian_AlaskanNative,Asian,NativeHawaiian_PacificIslander,Latino,Multiple_Races,Race_Unknown,Age_0-4,Age_5-14,Age_15-24,Age_25-44,Age_45-64,Age_65+,Standing,Leaning,SittingFormal_Public,SittingFormal_Commercial,SittingFormal_Private,SittingInformal,Lying,Mobility_Assistance_Device,CommercialActivity_Providing,CommercialActivity_Buying,CommercialActivity_Observing,Eating/Drinking,Talking,CulturalActivity,UsingElectronics,ActiveRecreation,PassiveRecreation,WaitingTransportation,CivicWork,Smoking,DisruptiveActivity_Aggressive,DisruptiveActivity_Intoxicated,LivingActivities,Soliciting,Notes
1613,2018 People Staying Counts,ALK2,Weekend_Evening,Weekend,Evening,20180818,1634,1644,,Sun-Shaded,77,UD4H,9,1,2,,1,,1,,,,,,,,,,,1,,,,,,1,,,,,,,,1,1,,,,,,,,,,,,
1614,2018 People Staying Counts,ALK2,Weekend_Evening,Weekend,Evening,20180818,1634,1644,,Sun-Shaded,77,UD4H,10,1,2,,1,,1,,,,,,,,,,,1,,,,,,1,,,,,,,,1,1,,,,,,,,1,,,,
1615,2018 People Staying Counts,ALK2,Weekend_Evening,Weekend,Evening,20180818,1634,1644,,Sun-Shaded,77,UD4H,11,1,4,1,,,1,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,
1616,2018 People Staying Counts,ALK2,Weekend_Evening,Weekend,Evening,20180818,1634,1644,,Sun-Shaded,77,UD4H,12,1,4,1,,,1,,,,,,,,,,,,1,,,,,1,,,,,,,,1,1,,,,,,,,,,,,
1617,2018 People Staying Counts,ALK2,Weekend_Evening,Weekend,Evening,20180818,1634,1644,,Sun-Shaded,77,UD4H,13,1,4,,1,,1,,,,,,,,,,,1,,,,,,1,,,,,,,,1,1,,,,,,,,,,,,
1618,2018 People Staying Counts,ALK2,Weekend_Evening,Weekend,Evening,20180818,1634,1644,,Sun-Shaded,77,UD4H,14,1,4,,1,,1,,,,,,,,,,,1,,,,,,1,,,,,,,,1,1,,,,,,,,,,,,
1619,2018 People Staying Counts,ALK2,Weekend_Evening,Weekend,Evening,20180818,1634,1644,,Sun-Shaded,77,UD4H,15,1,2,1,,,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,1,,,,1,,,,,,,,
1620,2018 People Staying Counts,ALK2,Weekend_Evening,Weekend,Evening,20180818,1634,1644,,Sun-Shaded,77,UD4H,16,1,2,,1,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,
1621,2018 People Staying Counts,ALK2,Weekend_Evening,Weekend,Evening,20180818,1634,1644,,Sun-Shaded,77,UD4H,17,1,2,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,
1622,2018 People Staying Counts,ALK2,Weekend_Evening,Weekend,Evening,20180818,1634,1644,,Sun-Shaded,77,UD4H,18,1,2,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,
1623,2018 People Staying Counts,ALK2,Weekend_Evening,Weekend,Evening,20180818,1634,1644,,Sun-Shaded,77,UD4H,19,1,2,1,,,1,,,,,,,,,,,1,,,,,,1,,,,,,,,1,1,,,,,,,,,,,,
1624,2018 People Staying Counts,ALK2,Weekend_Evening,Weekend,Evening,20180818,1634,1644,,Sun-Shaded,77,UD4H,20,1,2,,1,,,,,1,,,,,,,,1,,,,,,1,,,,,,,,1,1,,,,,,,,,,,,
1625,2018 People Staying Counts,BLV1,Weekday1_Morning,Weekday,Morning,20180823,0904,0914,,Light Rain,59,UD4H,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627,2018 People Staying Counts,BLV1,Weekday1_Evening,Weekday,Evening,20180823,1654,1704,,Light Clouds,69,UD4H,1,1,1,,1,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,1,,,,,,,,
1628,2018 People Staying Counts,BLV1,Weekday2_Morning,Weekday,Morning,20180824,0826,0836,,Heavy Clouds,56,UD4H,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629,2018 People Staying Counts,BLV1,Weekday2_Midday,Weekday,Midday,20180824,1221,1231,,Heavy Clouds,63,UD4H,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630,2018 People Staying Counts,BLV1,Weekday2_Evening,Weekday,Evening,20180824,1638,1648,,Light Clouds,68,UD4H,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631,2018 People Staying Counts,BLV1,Weekend_Midday,Weekend,Midday,20180825,1239,1249,,Heavy Clouds,60,UD4H,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1632,2018 People Staying Counts,BLV1,Weekend_Evening,Weekend,Evening,20180825,1637,1647,,Heavy Clouds,65,UD4H,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633,2018 People Staying Counts,COM3,Weekday1_Morning,Weekday,Morning,20180719,0948,0958,,Heavy Clouds,61,UD4H,1,1,1,,1,,,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,
1634,2018 People Staying Counts,COM3,Weekday1_Morning,Weekday,Morning,20180719,0948,0958,,Heavy Clouds,61,UD4H,2,1,1,,1,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,
1635,2018 People Staying Counts,COM3,Weekday1_Morning,Weekday,Morning,20180719,0948,0958,,Heavy Clouds,61,UD4H,3,1,1,,1,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,,,,,
1636,2018 People Staying Counts,COM3,Weekday1_Morning,Weekday,Morning,20180719,0948,0958,,Heavy Clouds,61,UD4H,4,1,1,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,,,1,,,,,
1637,2018 People Staying Counts,COM3,Weekday1_Morning,Weekday,Morning,20180719,0948,0958,,Heavy Clouds,61,UD4H,5,1,1,,1,,,1,,,,,,,,,,,1,,,,,,1,,,1,,,,,,,,,,,,,,,,1,
1638,2018 People Staying Counts,COM3,Weekday1_Morning,Weekday,Morning,20180719,0948,0958,,Heavy Clouds,61,UD4H,6,1,1,1,,,,1,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,1,,,1,,,,,
1639,2018 People Staying Counts,COM3,Weekday1_Morning,Weekday,Morning,20180719,0948,0958,,Heavy Clouds,61,UD4H,7,1,1,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,1,,1,,,,,,,,,,,,,
1640,2018 People Staying Counts,COM3,Weekday1_Morning,Weekday,Morning,20180719,0948,0958,,Heavy Clouds,61,UD4H,8,1,1,,1,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,,,,,
1641,2018 People Staying Counts,COM3,Weekday1_Morning,Weekday,Morning,20180719,0948,0958,,Heavy Clouds,61,UD4H,9,1,1,,1,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,,,,,,,,
1642,2018 People Staying Counts,COM3,Weekday1_Morning,Weekday,Morning,20180719,0948,0958,,Heavy Clouds,61,UD4H,10,1,1,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,,,,,,,,
1643,2018 People Staying Counts,COM3,Weekday1_Morning,Weekday,Morning,20180719,0948,0958,,Heavy Clouds,61,UD4H,11,1,1,1,,,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,,,1,,,,,
1644,2018 People Staying Counts,COM3,Weekday1_Morning,Weekday,Morning,20180719,0948,0958,,Heavy Clouds,61,UD4H,12,1,1,,1,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,
1645,2018 People Staying Counts,COM3,Weekday1_Morning,Weekday,Morning,20180719,0948,0958,,Heavy Clouds,61,UD4H,13,1,1,1,,,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,
1646,2018 People Staying Counts,COM3,Weekday1_Midday,Weekday,Midday,20180719,1324,1334,,Heavy Clouds,65,UD4H,1,1,1,,1,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,,,,,
1647,2018 People Staying Counts,COM3,Weekday1_Midday,Weekday,Midday,20180719,1324,1334,,Heavy Clouds,65,UD4H,2,1,1,,1,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,
1648,2018 People Staying Counts,COM3,Weekday1_Midday,Weekday,Midday,20180719,1324,1334,,Heavy Clouds,65,UD4H,3,1,3,,1,,,,,,,,1,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,
1649,2018 People Staying Counts,COM3,Weekday1_Midday,Weekday,Midday,20180719,1324,1334,,Heavy Clouds,65,UD4H,4,1,3,1,,,,1,,,,,,,,,,1,,,1,,,,,,,,,1,,1,1,,,,,,,1,,,,,
1650,2018 People Staying Counts,COM3,Weekday1_Midday,Weekday,Midday,20180719,1324,1334,,Heavy Clouds,65,UD4H,5,1,3,1,,,,,,,,,,1,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,
1651,2018 People Staying Counts,COM3,Weekday1_Midday,Weekday,Midday,20180719,1324,1334,,Heavy Clouds,65,UD4H,6,1,1,1,,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,
1652,2018 People Staying Counts,COM3,Weekday1_Midday,Weekday,Midday,20180719,1324,1334,,Heavy Clouds,65,UD4H,7,1,1,1,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,,,,,
1653,2018 People Staying Counts,COM3,Weekday1_Midday,Weekday,Midday,20180719,1324,1334,,Heavy Clouds,65,UD4H,8,1,1,1,,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,
1654,2018 People Staying Counts,COM3,Weekday1_Midday,Weekday,Midday,20180719,1324,1334,,Heavy Clouds,65,UD4H,9,1,1,1,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,
1655,2018 People Staying Counts,COM3,Weekday1_Midday,Weekday,Midday,20180719,1324,1334,,Heavy Clouds,65,UD4H,10,1,2,,1,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,1,,,,,1,,,,,,,
1656,2018 People Staying Counts,COM3,Weekday1_Midday,Weekday,Midday,20180719,1324,1334,,Heavy Clouds,65,UD4H,11,1,2,1,,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,1,,,,,,,
1657,2018 People Staying Counts,COM3,Weekday1_Midday,Weekday,Midday,20180719,1324,1334,,Heavy Clouds,65,UD4H,12,1,2,1,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,1,,,,,,,
1658,2018 People Staying Counts,COM3,Weekday1_Midday,Weekday,Midday,20180719,1324,1334,,Heavy Clouds,65,UD4H,13,1,2,,1,,,,,1,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,,1,,,,,,,
1659,2018 People Staying Counts,COM3,Weekday1_Midday,Weekday,Midday,20180719,1324,1334,,Heavy Clouds,65,UD4H,14,1,2,,1,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,,1,,,,,,,
1660,2018 People Staying Counts,COM3,Weekday1_Midday,Weekday,Midday,20180719,1324,1334,,Heavy Clouds,65,UD4H,15,1,2,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,1,,,,,,,
1661,2018 People Staying Counts,COM3,Weekday1_Midday,Weekday,Midday,20180719,1324,1334,,Heavy Clouds,65,UD4H,16,1,5,,1,,,,1,,,,,,,,,,,1,1,,,,,,,1,,,,,1,,,,,,,,,,,,
1662,2018 People Staying Counts,COM3,Weekday1_Midday,Weekday,Midday,20180719,1324,1334,,Heavy Clouds,65,UD4H,17,1,5,1,,,,,1,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,,,,1,,,,,
1663,2018 People Staying Counts,COM3,Weekday1_Midday,Weekday,Midday,20180719,1324,1334,,Heavy Clouds,65,UD4H,18,1,5,,1,,,,1,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,
1664,2018 People Staying Counts,COM3,Weekday1_Midday,Weekday,Midday,20180719,1324,1334,,Heavy Clouds,65,UD4H,19,1,5,1,,,,,1,,,,,,,,,,,1,1,,,,,,,1,,,,,1,,,,,,,,,,,,
1665,2018 People Staying Counts,COM3,Weekday1_Midday,Weekday,Midday,20180719,1324,1334,,Heavy Clouds,65,UD4H,20,1,5,1,,,,,1,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,
1666,2018 People Staying Counts,COM3,Weekday1_Midday,Weekday,Midday,20180719,1324,1334,,Heavy Clouds,65,UD4H,21,1,1,,1,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,
1667,2018 People Staying Counts,COM3,Weekday1_Midday,Weekday,Midday,20180719,1324,1334,,Heavy Clouds,65,UD4H,22,1,1,1,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,
1668,2018 People Staying Counts,COM3,Weekday1_Midday,Weekday,Midday,20180719,1324,1334,,Heavy Clouds,65,UD4H,23,1,1,,1,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,
1669,2018 People Staying Counts,COM3,Weekday1_Midday,Weekday,Midday,20180719,1324,1334,,Heavy Clouds,65,UD4H,24,1,1,,1,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,,,,,
1670,2018 People Staying Counts,COM3,Weekday1_Midday,Weekday,Midday,20180719,1324,1334,,Heavy Clouds,65,UD4H,25,1,1,1,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,
1671,2018 People Staying Counts,COM3,Weekday1_Midday,Weekday,Midday,20180719,1324,1334,,Heavy Clouds,65,UD4H,26,1,2,1,,,,1,,,,,,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,
1672,2018 People Staying Counts,COM3,Weekday1_Midday,Weekday,Midday,20180719,1324,1334,,Heavy Clouds,65,UD4H,27,1,2,,1,,,,,,,1,,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,
1673,2018 People Staying Counts,COM3,Weekday1_Midday,Weekday,Midday,20180719,1324,1334,,Heavy Clouds,65,UD4H,28,1,1,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,,,,,,,,
1674,2018 People Staying Counts,COM3,Weekday1_Midday,Weekday,Midday,20180719,1324,1334,,Heavy Clouds,65,UD4H,29,1,1,1,,,,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,
1675,2018 People Staying Counts,COM3,Weekday1_Midday,Weekday,Midday,20180719,1324,1334,,Heavy Clouds,65,UD4H,30,1,1,1,,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,
1676,2018 People Staying Counts,COM3,Weekday1_Midday,Weekday,Midday,20180719,1324,1334,,Heavy Clouds,65,UD4H,31,1,1,,1,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,,,,,
1677,2018 People Staying Counts,COM3,Weekday1_Midday,Weekday,Midday,20180719,1324,1334,,Heavy Clouds,65,UD4H,32,1,1,,1,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,,,,,
1678,2018 People Staying Counts,COM3,Weekday1_Evening,Weekday,Evening,20180719,1725,1735,event:accidents_emergency,Heavy Clouds,68,UD4H,1,1,1,1,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,1,,,1,,,,,,,
1679,2018 People Staying Counts,COM3,Weekday1_Evening,Weekday,Evening,20180719,1725,1735,event:accidents_emergency,Heavy Clouds,68,UD4H,2,1,1,1,,,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,1,,1,,,,,
1680,2018 People Staying Counts,COM3,Weekday1_Evening,Weekday,Evening,20180719,1725,1735,event:accidents_emergency,Heavy Clouds,68,UD4H,3,1,1,1,,,,,,,,,,1,,,,1,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,
1681,2018 People Staying Counts,COM3,Weekday1_Evening,Weekday,Evening,20180719,1725,1735,event:accidents_emergency,Heavy Clouds,68,UD4H,4,1,1,1,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,
1682,2018 People Staying Counts,COM3,Weekday1_Evening,Weekday,Evening,20180719,1725,1735,event:accidents_emergency,Heavy Clouds,68,UD4H,5,1,1,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,
1683,2018 People Staying Counts,COM3,Weekday1_Evening,Weekday,Evening,20180719,1725,1735,event:accidents_emergency,Heavy Clouds,68,UD4H,6,1,1,,1,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,
1684,2018 People Staying Counts,COM3,Weekday1_Evening,Weekday,Evening,20180719,1725,1735,event:accidents_emergency,Heavy Clouds,68,UD4H,7,1,1,1,,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,
1685,2018 People Staying Counts,COM3,Weekday1_Evening,Weekday,Evening,20180719,1725,1735,event:accidents_emergency,Heavy Clouds,68,UD4H,8,1,1,,1,,,,,,,,1,,,,,1,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,
1686,2018 People Staying Counts,COM3,Weekday1_Evening,Weekday,Evening,20180719,1725,1735,event:accidents_emergency,Heavy Clouds,68,UD4H,9,1,1,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,,,,,
1687,2018 People Staying Counts,COM3,Weekday1_Evening,Weekday,Evening,20180719,1725,1735,event:accidents_emergency,Heavy Clouds,68,UD4H,10,1,1,1,,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,
1688,2018 People Staying Counts,COM3,Weekday1_Evening,Weekday,Evening,20180719,1725,1735,event:accidents_emergency,Heavy Clouds,68,UD4H,11,1,2,,1,,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,1,,,,,1,,,,,,,
1689,2018 People Staying Counts,COM3,Weekday1_Evening,Weekday,Evening,20180719,1725,1735,event:accidents_emergency,Heavy Clouds,68,UD4H,12,1,2,,1,,,,,,,,,1,,,1,,,,1,,,,,,,,,,,,1,,,,,1,,,,,,,
1690,2018 People Staying Counts,COM3,Weekday1_Evening,Weekday,Evening,20180719,1725,1735,event:accidents_emergency,Heavy Clouds,68,UD4H,13,1,1,,1,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,
1691,2018 People Staying Counts,COM3,Weekday1_Evening,Weekday,Evening,20180719,1725,1735,event:accidents_emergency,Heavy Clouds,68,UD4H,14,1,1,,1,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,,,,,
1692,2018 People Staying Counts,COM3,Weekday1_Evening,Weekday,Evening,20180719,1725,1735,event:accidents_emergency,Heavy Clouds,68,UD4H,15,1,1,,1,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,
1693,2018 People Staying Counts,COM3,Weekday1_Evening,Weekday,Evening,20180719,1725,1735,event:accidents_emergency,Heavy Clouds,68,UD4H,16,1,1,1,,,,,,1,,,,,,,,,1,,1,,,,,,,,,,,,,,1,,,1,,,,,,,
1694,2018 People Staying Counts,COM3,Weekday1_Evening,Weekday,Evening,20180719,1725,1735,event:accidents_emergency,Heavy Clouds,68,UD4H,17,1,1,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,
1695,2018 People Staying Counts,COM3,Weekday1_Evening,Weekday,Evening,20180719,1725,1735,event:accidents_emergency,Heavy Clouds,68,UD4H,18,1,1,,1,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,
1696,2018 People Staying Counts,COM3,Weekday1_Evening,Weekday,Evening,20180719,1725,1735,event:accidents_emergency,Heavy Clouds,68,UD4H,19,1,1,,1,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,
1697,2018 People Staying Counts,COM3,Weekday1_Evening,Weekday,Evening,20180719,1725,1735,event:accidents_emergency,Heavy Clouds,68,UD4H,20,1,1,1,,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,
1698,2018 People Staying Counts,COM3,Weekday1_Evening,Weekday,Evening,20180719,1725,1735,event:accidents_emergency,Heavy Clouds,68,UD4H,21,1,1,,1,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,1,,,,,,1,,,,,,,
1699,2018 People Staying Counts,COM3,Weekday1_Evening,Weekday,Evening,20180719,1725,1735,event:accidents_emergency,Heavy Clouds,68,UD4H,22,1,1,1,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,1,,,1,,,,,,,
1700,2018 People Staying Counts,COM3,Weekday1_Evening,Weekday,Evening,20180719,1725,1735,event:accidents_emergency,Heavy Clouds,68,UD4H,23,1,1,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,
1701,2018 People Staying Counts,COM3,Weekday1_Evening,Weekday,Evening,20180719,1725,1735,event:accidents_emergency,Heavy Clouds,68,UD4H,24,1,1,1,,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,1,,,,,,1,,,,,,,
1702,2018 People Staying Counts,COM3,Weekday1_Evening,Weekday,Evening,20180719,1725,1735,event:accidents_emergency,Heavy Clouds,68,UD4H,25,1,1,,1,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,,,,,,,,
1703,2018 People Staying Counts,COM3,Weekday1_Evening,Weekday,Evening,20180719,1725,1735,event:accidents_emergency,Heavy Clouds,68,UD4H,26,1,1,,1,,,,,1,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,
1704,2018 People Staying Counts,COM3,Weekday1_Evening,Weekday,Evening,20180719,1725,1735,event:accidents_emergency,Heavy Clouds,68,UD4H,27,1,1,,1,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,
1705,2018 People Staying Counts,COM3,Weekday1_Evening,Weekday,Evening,20180719,1725,1735,event:accidents_emergency,Heavy Clouds,68,UD4H,28,1,1,,1,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,
1706,2018 People Staying Counts,COM3,Weekday1_Evening,Weekday,Evening,20180719,1725,1735,event:accidents_emergency,Heavy Clouds,68,UD4H,29,1,1,,1,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,1,,,1,,,,,,,
1707,2018 People Staying Counts,COM3,Weekday1_Evening,Weekday,Evening,20180719,1725,1735,event:accidents_emergency,Heavy Clouds,68,UD4H,30,1,1,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,,,,,
1708,2018 People Staying Counts,COM3,Weekday1_Evening,Weekday,Evening,20180719,1725,1735,event:accidents_emergency,Heavy Clouds,68,UD4H,31,1,1,1,,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,
1709,2018 People Staying Counts,COM3,Weekday1_Evening,Weekday,Evening,20180719,1725,1735,event:accidents_emergency,Heavy Clouds,68,UD4H,32,1,1,,1,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,,,,,,,,
1710,2018 People Staying Counts,COM3,Weekday1_Evening,Weekday,Evening,20180719,1725,1735,event:accidents_emergency,Heavy Clouds,68,UD4H,33,1,1,1,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,
1711,2018 People Staying Counts,COM3,Weekday1_Evening,Weekday,Evening,20180719,1725,1735,event:accidents_emergency,Heavy Clouds,68,UD4H,34,1,1,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,,,,,
1712,2018 People Staying Counts,COM3,Weekday1_Evening,Weekday,Evening,20180719,1725,1735,event:accidents_emergency,Heavy Clouds,68,UD4H,35,1,2,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,1,,,,,,,
1713,2018 People Staying Counts,COM3,Weekday1_Evening,Weekday,Evening,20180719,1725,1735,event:accidents_emergency,Heavy Clouds,68,UD4H,36,1,2,,1,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,1,,,,,,,
1714,2018 People Staying Counts,COM3,Weekday1_Evening,Weekday,Evening,20180719,1725,1735,event:accidents_emergency,Heavy Clouds,68,UD4H,37,1,1,1,,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,
1715,2018 People Staying Counts,COM3,Weekday1_Evening,Weekday,Evening,20180719,1725,1735,event:accidents_emergency,Heavy Clouds,68,UD4H,38,1,1,,1,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,
1716,2018 People Staying Counts,COM3,Weekday1_Evening,Weekday,Evening,20180719,1725,1735,event:accidents_emergency,Heavy Clouds,68,UD4H,39,1,1,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,
1717,2018 People Staying Counts,COM3,Weekday1_Evening,Weekday,Evening,20180719,1725,1735,event:accidents_emergency,Heavy Clouds,68,UD4H,40,1,1,1,,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,
1718,2018 People Staying Counts,COM3,Weekday1_Evening,Weekday,Evening,20180719,1725,1735,event:accidents_emergency,Heavy Clouds,68,UD4H,41,1,1,1,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,
1719,2018 People Staying Counts,COM3,Weekday1_Evening,Weekday,Evening,20180719,1725,1735,event:accidents_emergency,Heavy Clouds,68,UD4H,42,1,1,1,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,
1720,2018 People Staying Counts,COM3,Weekday2_Morning,Weekday,Morning,20180720,0940,0950,,Heavy Clouds,58,UD4H,1,1,1,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,,,,,
1721,2018 People Staying Counts,COM3,Weekday2_Morning,Weekday,Morning,20180720,0940,0950,,Heavy Clouds,58,UD4H,2,1,1,1,,,,,,,,,,1,,,,1,,,,1,,,,,,,,1,,1,,,,,1,,,,,,,,
1722,2018 People Staying Counts,COM3,Weekday2_Morning,Weekday,Morning,20180720,0940,0950,,Heavy Clouds,58,UD4H,3,1,1,,1,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,
1723,2018 People Staying Counts,COM3,Weekday2_Morning,Weekday,Morning,20180720,0940,0950,,Heavy Clouds,58,UD4H,4,1,1,,1,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,
1724,2018 People Staying Counts,COM3,Weekday2_Morning,Weekday,Morning,20180720,0940,0950,,Heavy Clouds,58,UD4H,5,1,1,1,,,,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,
1725,2018 People Staying Counts,COM3,Weekday2_Morning,Weekday,Morning,20180720,0940,0950,,Heavy Clouds,58,UD4H,6,1,1,,1,,,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,1,,,,,,,,
