Unique_ID,Study_ID,Location_ID,Survey_ID,Day_of_Week,Time_of_Day,Date,Start_time,End_time,Conditions,Weather,Temperature,Surveyor,Row_ID,Row_Total,Group_Size,Male,Female,Gender_Unknown,White,BlackAfricanAmerican,AmericanIndian_AlaskanNative,Asian,NativeHawaiian_PacificIslander,Latino,Multiple_Races,Race_Unknown,Age_0-4,Age_5-14,Age_15-24,Age_25-44,Age_45-64,Age_65+,Standing,Leaning,SittingFormal_Public,SittingFormal_Commercial,SittingFormal_Private,SittingInformal,Lying,Mobility_Assistance_Device,CommercialActivity_Providing,CommercialActivity_Buying,CommercialActivity_Observing,Eating/Drinking,Talking,CulturalActivity,UsingElectronics,ActiveRecreation,PassiveRecreation,WaitingTransportation,CivicWork,Smoking,DisruptiveActivity_Aggressive,DisruptiveActivity_Intoxicated,LivingActivities,Soliciting,Notes
1726,2018 People Staying Counts,COM3,Weekday2_Morning,Weekday,Morning,20180720,0940,0950,,Heavy Clouds,58,UD4H,7,1,1,1,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,
1727,2018 People Staying Counts,COM3,Weekday2_Morning,Weekday,Morning,20180720,0940,0950,,Heavy Clouds,58,UD4H,8,1,1,,1,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,,,,,
1728,2018 People Staying Counts,COM3,Weekday2_Morning,Weekday,Morning,20180720,0940,0950,,Heavy Clouds,58,UD4H,9,1,2,,1,,,,,1,,,,,,,,,1,,,1,,,,,,,,,,,1,,,,1,,,,,,,,
1729,2018 People Staying Counts,COM3,Weekday2_Morning,Weekday,Morning,20180720,0940,0950,,Heavy Clouds,58,UD4H,10,1,2,1,,,,,,1,,,,,,,,,1,,,1,,,,,,,,,,,1,,,,1,,,1,,,,,
1730,2018 People Staying Counts,COM3,Weekday2_Morning,Weekday,Morning,20180720,0940,0950,,Heavy Clouds,58,UD4H,11,1,1,,1,,1,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,1,,,1,,,,,
1731,2018 People Staying Counts,COM3,Weekday2_Morning,Weekday,Morning,20180720,0940,0950,,Heavy Clouds,58,UD4H,12,1,1,1,,,,1,,,,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,1,,,,,,,
1732,2018 People Staying Counts,COM3,Weekday2_Morning,Weekday,Morning,20180720,0940,0950,,Heavy Clouds,58,UD4H,13,1,1,1,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,
1733,2018 People Staying Counts,COM3,Weekday2_Morning,Weekday,Morning,20180720,0940,0950,,Heavy Clouds,58,UD4H,14,1,4,,1,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,
1734,2018 People Staying Counts,COM3,Weekday2_Morning,Weekday,Morning,20180720,0940,0950,,Heavy Clouds,58,UD4H,15,1,4,1,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,
1735,2018 People Staying Counts,COM3,Weekday2_Morning,Weekday,Morning,20180720,0940,0950,,Heavy Clouds,58,UD4H,16,1,4,1,,,,,,,,,,1,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,
1736,2018 People Staying Counts,COM3,Weekday2_Morning,Weekday,Morning,20180720,0940,0950,,Heavy Clouds,58,UD4H,17,1,4,1,,,,1,,,,,,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,
1737,2018 People Staying Counts,COM3,Weekday2_Morning,Weekday,Morning,20180720,0940,0950,,Heavy Clouds,58,UD4H,18,1,2,1,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,
1738,2018 People Staying Counts,COM3,Weekday2_Morning,Weekday,Morning,20180720,0940,0950,,Heavy Clouds,58,UD4H,19,1,2,1,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,
1739,2018 People Staying Counts,COM3,Weekday2_Morning,Weekday,Morning,20180720,0940,0950,,Heavy Clouds,58,UD4H,20,1,1,1,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,
1740,2018 People Staying Counts,COM3,Weekday2_Morning,Weekday,Morning,20180720,0940,0950,,Heavy Clouds,58,UD4H,21,1,2,,1,,,,,1,,,,,,,1,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,
1741,2018 People Staying Counts,COM3,Weekday2_Morning,Weekday,Morning,20180720,0940,0950,,Heavy Clouds,58,UD4H,22,1,2,1,,,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,
1742,2018 People Staying Counts,COM3,Weekday2_Morning,Weekday,Morning,20180720,0940,0950,,Heavy Clouds,58,UD4H,23,1,1,1,,,,1,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,1,,,,,
1743,2018 People Staying Counts,COM3,Weekday2_Morning,Weekday,Morning,20180720,0940,0950,,Heavy Clouds,58,UD4H,24,1,1,,1,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,,,,,,,,
1744,2018 People Staying Counts,COM3,Weekday2_Morning,Weekday,Morning,20180720,0940,0950,,Heavy Clouds,58,UD4H,25,1,1,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,
1745,2018 People Staying Counts,COM3,Weekday2_Midday,Weekday,Midday,20180720,1323,1333,,Sun-Shaded,65,UD4H,1,1,1,,1,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,,,1,,,,,
1746,2018 People Staying Counts,COM3,Weekday2_Midday,Weekday,Midday,20180720,1323,1333,,Sun-Shaded,65,UD4H,2,1,1,,1,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,
1747,2018 People Staying Counts,COM3,Weekday2_Midday,Weekday,Midday,20180720,1323,1333,,Sun-Shaded,65,UD4H,3,1,1,,1,,,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,
1748,2018 People Staying Counts,COM3,Weekday2_Midday,Weekday,Midday,20180720,1323,1333,,Sun-Shaded,65,UD4H,4,1,1,,1,,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,1,,,,,,,,,,
1749,2018 People Staying Counts,COM3,Weekday2_Midday,Weekday,Midday,20180720,1323,1333,,Sun-Shaded,65,UD4H,5,1,1,1,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,
1750,2018 People Staying Counts,COM3,Weekday2_Midday,Weekday,Midday,20180720,1323,1333,,Sun-Shaded,65,UD4H,6,1,1,,1,,,,,,,,,1,,,,,1,,1,,,,,,,,,,,,,,1,,,1,,,,,,,
1751,2018 People Staying Counts,COM3,Weekday2_Midday,Weekday,Midday,20180720,1323,1333,,Sun-Shaded,65,UD4H,7,1,1,1,,,,,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,,,,,,,,
1752,2018 People Staying Counts,COM3,Weekday2_Midday,Weekday,Midday,20180720,1323,1333,,Sun-Shaded,65,UD4H,8,1,2,1,,,,1,,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,
1753,2018 People Staying Counts,COM3,Weekday2_Midday,Weekday,Midday,20180720,1323,1333,,Sun-Shaded,65,UD4H,9,1,2,1,,,,1,,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,,,,1,,,,,
1754,2018 People Staying Counts,COM3,Weekday2_Midday,Weekday,Midday,20180720,1323,1333,,Sun-Shaded,65,UD4H,10,1,1,,1,,,,,,,1,,,,,,1,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,
1755,2018 People Staying Counts,COM3,Weekday2_Midday,Weekday,Midday,20180720,1323,1333,,Sun-Shaded,65,UD4H,11,1,1,1,,,,,1,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,,,,,,,,
1756,2018 People Staying Counts,COM3,Weekday2_Midday,Weekday,Midday,20180720,1323,1333,,Sun-Shaded,65,UD4H,12,1,1,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,,,,,,,,
1757,2018 People Staying Counts,COM3,Weekday2_Midday,Weekday,Midday,20180720,1323,1333,,Sun-Shaded,65,UD4H,13,1,1,1,,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,,,,,
1758,2018 People Staying Counts,COM3,Weekday2_Midday,Weekday,Midday,20180720,1323,1333,,Sun-Shaded,65,UD4H,14,1,2,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,
1759,2018 People Staying Counts,COM3,Weekday2_Midday,Weekday,Midday,20180720,1323,1333,,Sun-Shaded,65,UD4H,15,1,2,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,
1760,2018 People Staying Counts,COM3,Weekday2_Midday,Weekday,Midday,20180720,1323,1333,,Sun-Shaded,65,UD4H,16,1,1,1,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,1,,,1,,,,,,,
1761,2018 People Staying Counts,COM3,Weekday2_Midday,Weekday,Midday,20180720,1323,1333,,Sun-Shaded,65,UD4H,17,1,1,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,,,,,
1762,2018 People Staying Counts,COM3,Weekday2_Midday,Weekday,Midday,20180720,1323,1333,,Sun-Shaded,65,UD4H,18,1,2,1,,,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,1,,,,,,,,,,,,
1763,2018 People Staying Counts,COM3,Weekday2_Midday,Weekday,Midday,20180720,1323,1333,,Sun-Shaded,65,UD4H,19,1,2,,1,,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,1,,,,,,,,,,,,
1764,2018 People Staying Counts,COM3,Weekday2_Midday,Weekday,Midday,20180720,1323,1333,,Sun-Shaded,65,UD4H,20,1,1,1,,,,,,,,1,,,,,,1,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,
1765,2018 People Staying Counts,COM3,Weekday2_Midday,Weekday,Midday,20180720,1323,1333,,Sun-Shaded,65,UD4H,21,1,1,,1,,,,,,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,1,,,,,,,
1766,2018 People Staying Counts,COM3,Weekday2_Midday,Weekday,Midday,20180720,1323,1333,,Sun-Shaded,65,UD4H,22,1,1,,1,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,,,,,
1767,2018 People Staying Counts,COM3,Weekday2_Midday,Weekday,Midday,20180720,1323,1333,,Sun-Shaded,65,UD4H,23,1,3,,1,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,1,,,,,,,,
1768,2018 People Staying Counts,COM3,Weekday2_Midday,Weekday,Midday,20180720,1323,1333,,Sun-Shaded,65,UD4H,24,1,3,1,,,,1,,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,
1769,2018 People Staying Counts,COM3,Weekday2_Midday,Weekday,Midday,20180720,1323,1333,,Sun-Shaded,65,UD4H,25,1,3,,1,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,
1770,2018 People Staying Counts,COM3,Weekday2_Midday,Weekday,Midday,20180720,1323,1333,,Sun-Shaded,65,UD4H,26,1,1,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,
1771,2018 People Staying Counts,COM3,Weekday2_Midday,Weekday,Midday,20180720,1323,1333,,Sun-Shaded,65,UD4H,27,1,1,,1,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,
1772,2018 People Staying Counts,COM3,Weekday2_Midday,Weekday,Midday,20180720,1323,1333,,Sun-Shaded,65,UD4H,28,1,1,1,,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,
1773,2018 People Staying Counts,COM3,Weekday2_Midday,Weekday,Midday,20180720,1323,1333,,Sun-Shaded,65,UD4H,29,1,1,1,,,,,,1,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,
1774,2018 People Staying Counts,COM3,Weekday2_Midday,Weekday,Midday,20180720,1323,1333,,Sun-Shaded,65,UD4H,30,1,1,1,,,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,
1775,2018 People Staying Counts,COM3,Weekday2_Midday,Weekday,Midday,20180720,1323,1333,,Sun-Shaded,65,UD4H,31,1,1,1,,,,,,,,,,1,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,,,,,
1776,2018 People Staying Counts,COM3,Weekday2_Midday,Weekday,Midday,20180720,1323,1333,,Sun-Shaded,65,UD4H,32,1,1,1,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,1,,,,,,,,
1777,2018 People Staying Counts,COM3,Weekday2_Evening,Weekday,Evening,20180720,1729,1739,,Sun-Shaded,70,UD4H,1,1,2,1,,,,1,,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,,,1,,,,,,
1778,2018 People Staying Counts,COM3,Weekday2_Evening,Weekday,Evening,20180720,1729,1739,,Sun-Shaded,70,UD4H,2,1,2,,1,,,,,1,,,,,,,,,1,,1,,,,,,,1,,,,,1,,,,,1,,,,,,,
1779,2018 People Staying Counts,COM3,Weekday2_Evening,Weekday,Evening,20180720,1729,1739,,Sun-Shaded,70,UD4H,3,1,1,1,,,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,1,,,,,,,
1780,2018 People Staying Counts,COM3,Weekday2_Evening,Weekday,Evening,20180720,1729,1739,,Sun-Shaded,70,UD4H,4,1,1,1,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,
1781,2018 People Staying Counts,COM3,Weekday2_Evening,Weekday,Evening,20180720,1729,1739,,Sun-Shaded,70,UD4H,5,1,1,,1,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,
1782,2018 People Staying Counts,COM3,Weekday2_Evening,Weekday,Evening,20180720,1729,1739,,Sun-Shaded,70,UD4H,6,1,1,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,
1783,2018 People Staying Counts,COM3,Weekday2_Evening,Weekday,Evening,20180720,1729,1739,,Sun-Shaded,70,UD4H,7,1,1,,1,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,
1784,2018 People Staying Counts,COM3,Weekday2_Evening,Weekday,Evening,20180720,1729,1739,,Sun-Shaded,70,UD4H,8,1,1,1,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,
1785,2018 People Staying Counts,COM3,Weekday2_Evening,Weekday,Evening,20180720,1729,1739,,Sun-Shaded,70,UD4H,9,1,1,1,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,
1786,2018 People Staying Counts,COM3,Weekday2_Evening,Weekday,Evening,20180720,1729,1739,,Sun-Shaded,70,UD4H,10,1,1,1,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,,,,,
1787,2018 People Staying Counts,COM3,Weekday2_Evening,Weekday,Evening,20180720,1729,1739,,Sun-Shaded,70,UD4H,11,1,1,1,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,
1788,2018 People Staying Counts,COM3,Weekday2_Evening,Weekday,Evening,20180720,1729,1739,,Sun-Shaded,70,UD4H,12,1,1,1,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,
1789,2018 People Staying Counts,COM3,Weekday2_Evening,Weekday,Evening,20180720,1729,1739,,Sun-Shaded,70,UD4H,13,1,1,,1,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,
1790,2018 People Staying Counts,COM3,Weekday2_Evening,Weekday,Evening,20180720,1729,1739,,Sun-Shaded,70,UD4H,14,1,1,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,,,,,
1791,2018 People Staying Counts,COM3,Weekday2_Evening,Weekday,Evening,20180720,1729,1739,,Sun-Shaded,70,UD4H,15,1,1,1,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,
1792,2018 People Staying Counts,COM3,Weekday2_Evening,Weekday,Evening,20180720,1729,1739,,Sun-Shaded,70,UD4H,16,1,1,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,,,,,
1793,2018 People Staying Counts,COM3,Weekday2_Evening,Weekday,Evening,20180720,1729,1739,,Sun-Shaded,70,UD4H,17,1,1,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,
1794,2018 People Staying Counts,COM3,Weekday2_Evening,Weekday,Evening,20180720,1729,1739,,Sun-Shaded,70,UD4H,18,1,1,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,
1795,2018 People Staying Counts,COM3,Weekday2_Evening,Weekday,Evening,20180720,1729,1739,,Sun-Shaded,70,UD4H,19,1,1,,1,,,,,,,,1,,,,1,,,,1,,,,,,,,,1,,1,,,1,,,1,,,,,1,,
1796,2018 People Staying Counts,COM3,Weekday2_Evening,Weekday,Evening,20180720,1729,1739,,Sun-Shaded,70,UD4H,20,1,2,,1,,,,,,,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,,,,,
1797,2018 People Staying Counts,COM3,Weekday2_Evening,Weekday,Evening,20180720,1729,1739,,Sun-Shaded,70,UD4H,21,1,2,1,,,,,,,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,
1798,2018 People Staying Counts,COM3,Weekday2_Evening,Weekday,Evening,20180720,1729,1739,,Sun-Shaded,70,UD4H,22,1,1,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,
1799,2018 People Staying Counts,COM3,Weekday2_Evening,Weekday,Evening,20180720,1729,1739,,Sun-Shaded,70,UD4H,23,1,1,,1,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,
1800,2018 People Staying Counts,COM3,Weekday2_Evening,Weekday,Evening,20180720,1729,1739,,Sun-Shaded,70,UD4H,24,1,1,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,
1801,2018 People Staying Counts,COM3,Weekday2_Evening,Weekday,Evening,20180720,1729,1739,,Sun-Shaded,70,UD4H,25,1,1,,1,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,1,,,,,,,,
1802,2018 People Staying Counts,COM3,Weekday2_Evening,Weekday,Evening,20180720,1729,1739,,Sun-Shaded,70,UD4H,26,1,1,,1,,,1,,,,,,,,,,1,,,1,,,,,,,,,1,,1,,,1,,,1,,,,,,,
1803,2018 People Staying Counts,COM3,Weekday2_Evening,Weekday,Evening,20180720,1729,1739,,Sun-Shaded,70,UD4H,27,1,1,,1,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,
1804,2018 People Staying Counts,COM3,Weekday2_Evening,Weekday,Evening,20180720,1729,1739,,Sun-Shaded,70,UD4H,28,1,1,,1,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,1,,,1,,,,,,,
1805,2018 People Staying Counts,COM3,Weekday2_Evening,Weekday,Evening,20180720,1729,1739,,Sun-Shaded,70,UD4H,29,1,1,,1,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,
1806,2018 People Staying Counts,COM3,Weekday2_Evening,Weekday,Evening,20180720,1729,1739,,Sun-Shaded,70,UD4H,30,1,1,,1,,,1,,,,,,,,,,1,,,1,,,,,,,,1,,,,,,,,,1,,,,,,,
1807,2018 People Staying Counts,COM3,Weekday2_Evening,Weekday,Evening,20180720,1729,1739,,Sun-Shaded,70,UD4H,31,1,1,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,,,,,
1808,2018 People Staying Counts,COM3,Weekday2_Evening,Weekday,Evening,20180720,1729,1739,,Sun-Shaded,70,UD4H,32,1,1,1,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,,,,,
1809,2018 People Staying Counts,COM3,Weekday2_Evening,Weekday,Evening,20180720,1729,1739,,Sun-Shaded,70,UD4H,33,1,2,,1,,,,,,,,,1,,,,1,,,1,,,,,,,,,,,,1,,,,,1,,,,,,,
1810,2018 People Staying Counts,COM3,Weekday2_Evening,Weekday,Evening,20180720,1729,1739,,Sun-Shaded,70,UD4H,34,1,2,,1,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,1,,,,,,,
1811,2018 People Staying Counts,COM3,Weekday2_Evening,Weekday,Evening,20180720,1729,1739,,Sun-Shaded,70,UD4H,35,1,1,,1,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,
1812,2018 People Staying Counts,COM3,Weekday2_Evening,Weekday,Evening,20180720,1729,1739,,Sun-Shaded,70,UD4H,36,1,1,,1,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,,,,,
1813,2018 People Staying Counts,COM3,Weekday2_Evening,Weekday,Evening,20180720,1729,1739,,Sun-Shaded,70,UD4H,37,1,1,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,
1814,2018 People Staying Counts,COM3,Weekday2_Evening,Weekday,Evening,20180720,1729,1739,,Sun-Shaded,70,UD4H,38,1,1,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,
1815,2018 People Staying Counts,COM3,Weekday2_Evening,Weekday,Evening,20180720,1729,1739,,Sun-Shaded,70,UD4H,39,1,1,,1,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,
1816,2018 People Staying Counts,COM3,Weekday2_Evening,Weekday,Evening,20180720,1729,1739,,Sun-Shaded,70,UD4H,40,1,7,1,,,,,1,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,
1817,2018 People Staying Counts,COM3,Weekday2_Evening,Weekday,Evening,20180720,1729,1739,,Sun-Shaded,70,UD4H,41,1,7,,1,,,,1,,,,,,,,,,1,,,,,,1,,,1,,,,,1,,,,,,,,,,,,
1818,2018 People Staying Counts,COM3,Weekday2_Evening,Weekday,Evening,20180720,1729,1739,,Sun-Shaded,70,UD4H,42,1,7,,1,,,,1,,,,,,,,,,1,,,,,,1,,,1,,,,,1,,,,,,,,,,,,
1819,2018 People Staying Counts,COM3,Weekday2_Evening,Weekday,Evening,20180720,1729,1739,,Sun-Shaded,70,UD4H,43,1,7,1,,,,,,,,,,1,,,,,1,,,,,,1,,,1,,,,,1,,,,,,,,,,,,
1820,2018 People Staying Counts,COM3,Weekday2_Evening,Weekday,Evening,20180720,1729,1739,,Sun-Shaded,70,UD4H,44,1,7,1,,,,,1,,,,,,,,,,,1,,,,,1,,,1,,,,,1,,,,,,,,,,,,
1821,2018 People Staying Counts,COM3,Weekday2_Evening,Weekday,Evening,20180720,1729,1739,,Sun-Shaded,70,UD4H,45,1,7,,1,,,,,,,,,1,,,,,,1,,,,,1,,,1,,,,,1,,,,,,,,,,,,
1822,2018 People Staying Counts,COM3,Weekday2_Evening,Weekday,Evening,20180720,1729,1739,,Sun-Shaded,70,UD4H,46,1,7,1,,,,,1,,,,,,,,,1,,,,,,,1,,,,,,,,1,,,,,,,,,,,,
1823,2018 People Staying Counts,COM3,Weekday2_Evening,Weekday,Evening,20180720,1729,1739,,Sun-Shaded,70,UD4H,47,1,1,,1,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,
1824,2018 People Staying Counts,COM3,Weekday2_Evening,Weekday,Evening,20180720,1729,1739,,Sun-Shaded,70,UD4H,48,1,1,1,,,,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,
1825,2018 People Staying Counts,COM3,Weekend_Midday,Weekend,Midday,20180721,1321,1331,,Sun-Shaded,68,UD4H,1,1,1,1,,,1,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,
1826,2018 People Staying Counts,COM3,Weekend_Midday,Weekend,Midday,20180721,1321,1331,,Sun-Shaded,68,UD4H,2,1,1,1,,,,,1,,,,,,,,,,,1,,,,,1,,,1,,,,,1,,,,,,,,,,,,
1827,2018 People Staying Counts,COM3,Weekend_Midday,Weekend,Midday,20180721,1321,1331,,Sun-Shaded,68,UD4H,3,1,1,,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,
1828,2018 People Staying Counts,COM3,Weekend_Midday,Weekend,Midday,20180721,1321,1331,,Sun-Shaded,68,UD4H,4,1,1,1,,,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,1,,,1,,,,,,,
1829,2018 People Staying Counts,COM3,Weekend_Midday,Weekend,Midday,20180721,1321,1331,,Sun-Shaded,68,UD4H,5,1,2,,1,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,1,,,,,,,
1830,2018 People Staying Counts,COM3,Weekend_Midday,Weekend,Midday,20180721,1321,1331,,Sun-Shaded,68,UD4H,6,1,2,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,1,,,,,,,
1831,2018 People Staying Counts,COM3,Weekend_Midday,Weekend,Midday,20180721,1321,1331,,Sun-Shaded,68,UD4H,7,1,2,1,,,1,,,,,,,,,,,1,,,1,,,,,,,1,,,,,1,,,,,1,,,,,,,
1832,2018 People Staying Counts,COM3,Weekend_Midday,Weekend,Midday,20180721,1321,1331,,Sun-Shaded,68,UD4H,8,1,2,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,1,,1,1,,,,,1,,,,,,,
1833,2018 People Staying Counts,COM3,Weekend_Midday,Weekend,Midday,20180721,1321,1331,,Sun-Shaded,68,UD4H,9,1,1,,1,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,1,,,,,
1834,2018 People Staying Counts,COM3,Weekend_Midday,Weekend,Midday,20180721,1321,1331,,Sun-Shaded,68,UD4H,10,1,1,,1,,,,1,,,,,,,,,,,1,,,,,1,,,1,,,,,1,,,,1,,,,,,,,
1835,2018 People Staying Counts,COM3,Weekend_Midday,Weekend,Midday,20180721,1321,1331,,Sun-Shaded,68,UD4H,11,1,2,1,,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,
1836,2018 People Staying Counts,COM3,Weekend_Midday,Weekend,Midday,20180721,1321,1331,,Sun-Shaded,68,UD4H,12,1,2,1,,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,,,,,
1837,2018 People Staying Counts,COM3,Weekend_Midday,Weekend,Midday,20180721,1321,1331,,Sun-Shaded,68,UD4H,13,1,1,1,,,,1,,,,,,,,,,1,,,,,,,1,,,1,,1,,1,,,,,1,,,,,,,,
1838,2018 People Staying Counts,COM3,Weekend_Midday,Weekend,Midday,20180721,1321,1331,,Sun-Shaded,68,UD4H,14,1,1,,1,,,,,,,,,1,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,
1839,2018 People Staying Counts,COM3,Weekend_Midday,Weekend,Midday,20180721,1321,1331,,Sun-Shaded,68,UD4H,15,1,1,,1,,,,,,,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,,,,,
1840,2018 People Staying Counts,COM3,Weekend_Midday,Weekend,Midday,20180721,1321,1331,,Sun-Shaded,68,UD4H,16,1,1,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,
