id,name ,locationType ,unitAddress,surveyor ,startedAt ,endedAt ,modePedestrian ,genderMale ,genderFemale ,age15To24 ,age25To64 ,age0To14 ,age65Plus ,congregationPair ,congregationGroup ,postureStanding ,posturePhysicalActivities ,postureSitting ,postureSittingPrivate ,postureSittingPublic ,postureSittingMobile ,postureSittingWheelchair ,postureSittingStroller ,sittingInformal,postureSittingGround ,postureLeaning ,postureLying ,activityCulturallyEngaged ,activityCommercial ,activityCommercialInformal ,activityRunning ,activityPlaying ,activityInformalPlaying ,activityRollerbladingSkateboarding ,activityConsuming ,activityElectronics ,activityConversing,activityWatching,activityIdle,activityWaitingTransport ,activityWaitingCrosswalk,activityPet,activitySubstanceUse ,activityIntoxicated ,activitySleep ,activityPanhandling,activitiesUrinatingDefecating,activityLittering,objectLuggage,objectStroller,objectPushcart,objectPet,parkedBikeRack ,objectEmptyBikeRack ,parkedBikeOther ,parkedBikeRack ,bikeCounterTraffic ,bikeSidewalk ,bikeNoHelmet ,parkedBikeRack ,objectEmptyParklet ,parkedScooter ,parkedCar ,parkedVan,parkedTruck,parkedLoading ,parkedDouble ,objectEmptyParking ,parkedIllegally ,notes
566,VALENCIA750,block,"750 Valencia St San Francisco, CA 94110",Megan Calpin,06/18/14 12:35 PM,06/18/14 12:40 PM,30,4,4,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12,0,0,0,0,6,0,0,0,0,4,0,
567,VALENCIA550,block,"550 Valencia St San Francisco, CA 94110",Megan Calpin,06/18/14 01:00 PM,06/18/14 01:05 PM,30,6,2,0,0,0,0,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,6,0,0,0,0,15,0,0,0,0,11,0,
568,VALENCIA650,block,"650 Valencia St San Francisco, CA 94110",Megan Calpin,06/18/14 01:20 PM,06/18/14 01:25 PM,18,2,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,4,0,0,0,0,8,0,0,0,0,9,0,
569,VALENCIA750,block,"750 Valencia St San Francisco, CA 94110",Megan Calpin,06/18/14 01:36 PM,06/18/14 01:40 PM,41,2,8,0,0,0,4,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,13,0,0,0,0,13,0,0,0,0,3,0,
570,MARKET480,plaza,"480 Market St San Francisco, CA 94111",Justin Panganiban,07/08/14 12:00 PM,07/08/14 12:03 PM,96,9,14,0,0,0,0,8,4,1,0,0,0,16,0,0,0,6,0,0,0,3,0,0,0,0,0,0,14,5,12,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Parklet: Mechanics plaza
571,MARKET480,plaza,"480 Market St San Francisco, CA 94111",Justin Panganiban,07/08/14 12:03 PM,07/08/14 12:06 PM,39,7,4,0,0,0,0,0,0,6,0,0,0,1,0,0,0,1,0,3,0,0,2,0,0,0,0,0,0,6,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,
572,MARKET480,plaza,"480 Market St San Francisco, CA 94111",Justin Panganiban,07/08/14 12:30 PM,07/08/14 12:33 PM,96,16,8,0,0,0,0,10,0,1,0,0,0,16,0,0,0,7,0,0,0,0,0,0,0,0,0,0,12,13,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Parklet: Mechanics plaza
573,MARKET480,plaza,"480 Market St San Francisco, CA 94111",Justin Panganiban,07/08/14 01:00 PM,07/08/14 01:03 PM,88,14,6,0,0,0,0,8,3,0,0,0,0,14,0,0,0,5,0,1,0,0,0,0,0,0,0,0,11,6,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Parklet: Mechanics plaza
574,MARKET480,plaza,"480 Market St San Francisco, CA 94111",Justin Panganiban,07/08/14 01:03 PM,07/08/14 01:05 PM,104,16,8,0,0,0,1,8,6,24,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,6,14,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,
575,MARKET480,plaza,"480 Market St San Francisco, CA 94111",Justin Panganiban,07/08/14 01:29 PM,07/08/14 01:33 PM,95,15,10,0,0,0,0,10,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Parklet: Mechanics plaza
576,VALENCIA551,block,"551 Valencia St San Francisco, CA 94110",Charlotte Hummer,07/08/14 10:00 AM,07/08/14 10:05 AM,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
577,VALENCIA651,block,"651 Valencia St San Francisco, CA 94110",Charlotte Hummer,07/08/14 10:20 AM,07/08/14 10:25 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
578,VALENCIA751,block,"751 Valencia St San Francisco, CA 94110",Charlotte Hummer,07/08/14 10:42 AM,07/08/14 10:46 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0,0,0,3,0,
579,VALENCIA551,block,"551 Valencia St San Francisco, CA 94110",Charlotte Hummer,07/08/14 11:05 AM,07/08/14 11:10 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,
580,VALENCIA651,block,"651 Valencia St San Francisco, CA 94110",Charlotte Hummer,07/08/14 11:28 AM,07/08/14 11:29 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,
581,VALENCIA751,block,"751 Valencia St San Francisco, CA 94110",Charlotte Hummer,07/08/14 11:49 AM,07/08/14 11:52 AM,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,
582,VALENCIA551,block,"551 Valencia St San Francisco, CA 94110",Charlotte Hummer,07/08/14 12:16 PM,07/08/14 12:21 PM,19,4,1,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,
583,VALENCIA651,block,"651 Valencia St San Francisco, CA 94110",Charlotte Hummer,07/08/14 12:35 PM,07/08/14 12:37 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,
584,VALENCIA751,block,"751 Valencia St San Francisco, CA 94110",Charlotte Hummer,07/08/14 12:51 PM,07/08/14 12:52 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,
585,VALENCIA551,block,"551 Valencia St San Francisco, CA 94110",Charlotte Hummer,07/08/14 01:00 PM,07/08/14 01:01 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,
586,VALENCIA651,block,"651 Valencia St San Francisco, CA 94110",Charlotte Hummer,07/08/14 01:16 PM,07/08/14 01:21 PM,44,2,2,0,0,1,0,0,3,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,2,0,
587,VALENCIA751,block,"751 Valencia St San Francisco, CA 94110",Charlotte Hummer,07/08/14 01:33 PM,07/08/14 01:34 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,
588,POWELL250,parklet,"250 Powell St San Francisco, CA 94102",Norma Guzmán ,07/08/14 05:00 PM,07/08/14 05:05 PM,16,4,2,0,0,0,0,1,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
589,MARKET480,plaza,"480 Market St San Francisco, CA 94111",Justin Panganiban,07/08/14 05:00 PM,07/08/14 05:05 PM,15,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Parklet: Mechanics plaza
590,MARKET480,plaza,"480 Market St San Francisco, CA 94111",Justin Panganiban,07/08/14 05:05 PM,07/08/14 05:08 PM,29,6,0,0,0,0,0,2,3,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
591,MARKET480,plaza,"480 Market St San Francisco, CA 94111",Justin Panganiban,07/08/14 05:28 PM,07/08/14 05:32 PM,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Parklet: Mechanics plaza
592,MARKET480,plaza,"480 Market St San Francisco, CA 94111",Justin Panganiban,07/08/14 06:00 PM,07/08/14 06:05 PM,21,5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Parklet: Mechanics plaza
593,MARKET480,plaza,"480 Market St San Francisco, CA 94111",Justin Panganiban,07/08/14 06:05 PM,07/08/14 06:08 PM,10,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
594,MARKET480,plaza,"480 Market St San Francisco, CA 94111",Justin Panganiban,07/08/14 06:28 PM,07/08/14 06:32 PM,13,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Parklet: Mechanics plaza
595,NORIEGA3876,parklet,"3876 Noriega St San Francisco, CA 94122",Justin Panganiban,07/09/14 12:00 PM,07/09/14 12:02 PM,67,9,5,0,0,0,1,4,9,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Parklet: Devil's Teeth Baking
596,NORIEGA3876,parklet,"3876 Noriega St San Francisco, CA 94122",Justin Panganiban,07/09/14 12:28 PM,07/09/14 12:30 PM,71,8,6,0,0,1,0,6,6,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,3,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Parklet: Devil's Teeth Baking
597,NORIEGA3850,block,"3850 Noriega St San Francisco, CA 94122",Justin Panganiban,07/09/14 12:13 PM,07/09/14 12:15 PM,10,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,0,0,0,1,1,0,
598,NORIEGA3851,block,"3851 Noriega St San Francisco, CA",Justin Panganiban,07/09/14 12:15 PM,07/09/14 12:18 PM,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,19,0,0,0,0,2,0,
599,NORIEGA3876,parklet,"3876 Noriega St San Francisco, CA 94122",Justin Panganiban,07/09/14 01:00 PM,07/09/14 01:02 PM,19,0,4,0,0,1,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Parklet: Devil's Teeth Baking
600,NORIEGA3876,parklet,"3876 Noriega St San Francisco, CA 94122",Justin Panganiban,07/09/14 01:27 PM,07/09/14 01:30 PM,43,3,7,0,0,2,0,6,3,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Parklet: Devil's Teeth Baking
601,NORIEGA3850,block,"3850 Noriega St San Francisco, CA 94122",Justin Panganiban,07/09/14 01:12 PM,07/09/14 01:14 PM,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,0,0,0,0,1,0,
602,NORIEGA3851,block,"3851 Noriega St San Francisco, CA",Justin Panganiban,07/09/14 01:14 PM,07/09/14 01:17 PM,32,4,3,0,0,0,0,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,19,0,0,0,0,2,0,
603,NORIEGA3876,parklet,"3876 Noriega St San Francisco, CA 94122",Justin Panganiban,07/09/14 05:00 PM,07/09/14 05:02 PM,11,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Parklet: Devil's Teeth Baking
604,NORIEGA3876,parklet,"3876 Noriega St San Francisco, CA 94122",Justin Panganiban,07/09/14 05:25 PM,07/09/14 05:28 PM,6,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Parklet: Devil's Teeth Baking
605,NORIEGA3850,block,"3850 Noriega St San Francisco, CA 94122",Justin Panganiban,07/09/14 05:12 PM,07/09/14 05:13 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,4,0,
606,NORIEGA3851,block,"3851 Noriega St San Francisco, CA",Justin Panganiban,07/09/14 05:13 PM,07/09/14 05:15 PM,33,5,3,0,0,0,2,2,3,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,17,0,0,0,0,4,0,
607,NORIEGA3876,parklet,"3876 Noriega St San Francisco, CA 94122",Justin Panganiban,07/09/14 06:00 PM,07/09/14 06:01 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Parklet: Devil's Teeth Baking
608,NORIEGA3876,parklet,"3876 Noriega St San Francisco, CA 94122",Justin Panganiban,07/09/14 06:25 PM,07/09/14 06:27 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Parklet: Devil's Teeth Baking
609,NORIEGA3850,block,"3850 Noriega St San Francisco, CA 94122",Justin Panganiban,07/09/14 06:11 PM,07/09/14 06:13 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,1,5,0,
610,NORIEGA3851,block,"3851 Noriega St San Francisco, CA",Justin Panganiban,07/09/14 06:13 PM,07/09/14 06:15 PM,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,18,0,0,0,0,4,0,
611,MARKET2391,plaza,"2391 Market St San Francisco, CA 94114",Justin Panganiban,07/12/14 12:00 PM,07/12/14 12:02 PM,51,12,1,0,0,0,1,4,4,3,0,0,0,9,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,6,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Parklet: Jane Warner plaza
612,MARKET2391,plaza,"2391 Market St San Francisco, CA 94114",Justin Panganiban,07/12/14 12:27 PM,07/12/14 12:32 PM,98,20,3,0,0,0,4,6,9,4,0,0,0,18,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,5,13,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Parklet: Jane Warner plaza
613,MARKET2391,plaza,"2391 Market St San Francisco, CA 94114",Justin Panganiban,07/12/14 01:00 PM,07/12/14 01:06 PM,126,22,5,0,0,0,3,12,12,10,0,0,0,16,0,0,0,0,0,0,0,3,6,0,0,0,0,0,5,3,22,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Parklet: Jane Warner plaza
614,MARKET2391,plaza,"2391 Market St San Francisco, CA 94114",Justin Panganiban,07/12/14 01:28 PM,07/12/14 01:34 PM,122,26,4,0,0,0,3,4,16,9,0,0,0,15,0,0,0,3,0,2,0,1,3,0,0,0,0,0,2,4,21,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Parklet: Jane Warner plaza
615,NORIEGA3850,block,"3850 Noriega St San Francisco, CA 94122",Emily Busch,07/12/14 12:25 PM,07/12/14 12:30 PM,11,2,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,19,0,0,0,0,0,0,Parklet: Devil's Teeth Bakery
616,NORIEGA3851,block,"3851 Noriega St San Francisco, CA",Emily Busch,07/12/14 12:30 PM,07/12/14 12:35 PM,35,4,5,0,0,0,1,2,0,8,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,13,0,0,0,0,0,0,Parklet: Devil's Teeth Bakery. 5 people were standing outside market selecting fruit
617,NORIEGA3850,block,"3850 Noriega St San Francisco, CA 94122",Emily Busch,07/12/14 12:00 PM,07/12/14 12:06 PM,79,9,13,3,0,1,0,8,1,1,0,0,0,20,0,0,0,0,0,1,0,0,0,0,0,0,1,0,11,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Parklet: Devil's Teeth Bakery
618,VALENCIA550,block,"550 Valencia St San Francisco, CA 94110",Justin Panganiban,07/12/14 05:10 PM,07/12/14 05:16 PM,69,10,5,0,0,0,1,14,0,8,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,6,2,14,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,2,0,0,4,0,0,0,0,18,0,0,0,0,0,0,
619,VALENCIA650,block,"650 Valencia St San Francisco, CA 94110",Justin Panganiban,07/12/14 05:16 PM,07/12/14 05:21 PM,9,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,6,0,0,0,0,3,0,
620,VALENCIA750,block,"750 Valencia St San Francisco, CA 94110",Justin Panganiban,07/12/14 05:21 PM,07/12/14 05:26 PM,68,7,11,0,0,0,0,10,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,2,16,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,24,0,0,0,0,19,0,0,0,1,0,0,
621,VALENCIA550,block,"550 Valencia St San Francisco, CA 94110",Justin Panganiban,07/12/14 06:10 PM,07/12/14 06:15 PM,67,7,9,0,0,0,1,6,8,11,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,4,3,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,8,0,0,0,0,20,0,0,0,0,1,0,
622,VALENCIA650,block,"650 Valencia St San Francisco, CA 94110",Justin Panganiban,07/12/14 06:15 PM,07/12/14 06:19 PM,26,6,1,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,8,0,0,0,0,2,0,
623,VALENCIA750,block,"750 Valencia St San Francisco, CA 94110",Justin Panganiban,07/12/14 06:19 PM,07/12/14 06:26 PM,121,13,17,1,0,4,1,14,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,21,0,0,0,0,16,0,0,0,1,0,0,
624,VALENCIA550,block,"550 Valencia St San Francisco, CA 94110",Justin Panganiban,07/12/14 07:10 PM,07/12/14 07:15 PM,107,16,9,0,0,1,1,6,16,22,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,5,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,8,0,0,0,0,18,0,0,0,2,0,0,
625,VALENCIA650,block,"650 Valencia St San Francisco, CA 94110",Justin Panganiban,07/12/14 07:15 PM,07/12/14 07:20 PM,17,2,2,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,9,0,0,0,0,2,0,
626,VALENCIA750,block,"750 Valencia St San Francisco, CA 94110",Justin Panganiban,07/12/14 07:20 PM,07/12/14 07:25 PM,121,15,14,0,0,3,0,14,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,27,1,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,10,0,0,0,0,15,0,0,0,0,2,0,
627,22ND732,parklet,732 22nd St,Corina Velazco,07/02/14 01:00 PM,07/02/14 01:05 PM,37,0,3,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,22,2,2,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Parklet: Just for You Cafe
628,22ND732,parklet,732 22nd St,Corina Velazco,07/02/14 01:35 PM,07/02/14 01:40 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Parklet: Just for You Cafe
629,VALENCIA551,block,"551 Valencia St San Francisco, CA 94110",Amir Hajrasouliha,07/08/14 10:02 PM,07/08/14 10:07 PM,86,16,5,0,0,0,0,4,13,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,15,2,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,3,5,0,0,12,0,0,0,0,18,0,0,0,0,0,0,
630,VALENCIA751,block,"751 Valencia St San Francisco, CA 94110",Amir Hajrasouliha,07/08/14 10:12 PM,07/08/14 10:17 PM,68,10,6,0,0,0,0,4,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,5,0,0,3,0,0,0,0,12,0,0,0,0,1,0,
631,VALENCIA551,block,"551 Valencia St San Francisco, CA 94110",Amir Hajrasouliha,07/08/14 09:05 PM,07/08/14 09:15 PM,77,14,6,0,0,0,1,4,9,18,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,4,11,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,3,0,0,9,0,0,0,0,16,0,0,0,0,2,0,
632,VALENCIA651,block,"651 Valencia St San Francisco, CA 94110",Amir Hajrasouliha,07/08/14 09:12 PM,07/08/14 09:17 PM,44,11,1,0,0,0,0,2,6,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,8,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,2,0,0,3,0,0,0,0,15,0,0,0,0,12,0,
