id,name ,locationType ,unitAddress,surveyor ,startedAt ,endedAt ,modePedestrian ,genderMale ,genderFemale ,age15To24 ,age25To64 ,age0To14 ,age65Plus ,congregationPair ,congregationGroup ,postureStanding ,posturePhysicalActivities ,postureSitting ,postureSittingPrivate ,postureSittingPublic ,postureSittingMobile ,postureSittingWheelchair ,postureSittingStroller ,sittingInformal,postureSittingGround ,postureLeaning ,postureLying ,activityCulturallyEngaged ,activityCommercial ,activityCommercialInformal ,activityRunning ,activityPlaying ,activityInformalPlaying ,activityRollerbladingSkateboarding ,activityConsuming ,activityElectronics ,activityConversing,activityWatching,activityIdle,activityWaitingTransport ,activityWaitingCrosswalk,activityPet,activitySubstanceUse ,activityIntoxicated ,activitySleep ,activityPanhandling,activitiesUrinatingDefecating,activityLittering,objectLuggage,objectStroller,objectPushcart,objectPet,parkedBikeRack ,objectEmptyBikeRack ,parkedBikeOther ,parkedBikeRack ,bikeCounterTraffic ,bikeSidewalk ,bikeNoHelmet ,parkedBikeRack ,objectEmptyParklet ,parkedScooter ,parkedCar ,parkedVan,parkedTruck,parkedLoading ,parkedDouble ,objectEmptyParking ,parkedIllegally ,notes
49,BALBOA3451,block,"3451 Balboa St San Francisco, CA 94121",Tom Holub,06/11/14 01:20 PM,06/11/14 01:24 PM,6,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,
50,BALBOA3434,parklet,"3434 Balboa St San Francisco, CA 94121",Tom Holub,06/11/14 01:00 PM,06/11/14 01:04 PM,17,3,1,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Parklet: Simple Pleasures Cafe
51,BALBOA3434,parklet,"3434 Balboa St San Francisco, CA 94121",Tom Holub,06/11/14 01:30 PM,06/11/14 01:34 PM,13,3,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Parklet: Simple Pleasures Cafe
52,STOCKTON1570,parklet,"1570 Stockton St San Francisco, CA 94133",Amir Hajrasouliha,06/10/14 01:10 PM,06/10/14 01:15 PM,56,3,8,0,0,1,0,4,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Parklet: Tony's Pizza
53,STOCKTON1570,parklet,"1570 Stockton St San Francisco, CA 94133",Amir Hajrasouliha,06/10/14 01:35 PM,06/10/14 01:45 PM,28,4,2,0,0,0,2,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Parklet: Tony's Pizza
54,STOCKTON1570,parklet,"1570 Stockton St San Francisco, CA 94133",Amir Hajrasouliha,06/10/14 12:56 PM,06/10/14 01:01 PM,51,5,6,0,0,4,1,0,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Parklet: Tony's Pizza
55,STOCKTON1570,parklet,"1570 Stockton St San Francisco, CA 94133",Amir Hajrasouliha,06/10/14 12:02 PM,06/10/14 12:25 PM,6,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Parklet: Tony's Pizza
56,STOCKTON1551,block,"1551 Stockton St San Francisco, CA 94133",Amir Hajrasouliha,06/10/14 01:02 PM,06/10/14 01:07 PM,23,1,3,0,0,0,4,3,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,
57,STOCKTON1550,block,"1550 Stockton St San Francisco, CA 94133",Amir Hajrasouliha,06/10/14 12:37 PM,06/10/14 12:42 PM,8,2,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,
58,STOCKTON1550,block,"1550 Stockton St San Francisco, CA 94133",Amir Hajrasouliha,06/10/14 01:15 PM,06/10/14 01:20 PM,55,8,5,0,0,0,3,6,0,4,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,2,6,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,1,0,Parklet: Tony's Pizza
59,STOCKTON1551,block,"1551 Stockton St San Francisco, CA 94133",Amir Hajrasouliha,06/10/14 01:30 PM,06/10/14 01:35 PM,64,10,6,0,0,0,0,0,7,5,0,0,0,0,0,0,0,7,0,4,0,0,1,0,0,0,0,0,7,1,14,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,
60,VALENCIA914,parklet,"914 Valencia St San Francisco, CA 94110",Justin Panganiban,06/14/14 12:00 PM,06/14/14 12:01 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Parklet: Freewheel Bike Shop
61,VALENCIA914,parklet,"914 Valencia St San Francisco, CA 94110",Justin Panganiban,06/14/14 12:33 PM,06/14/14 12:35 PM,13,1,2,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Parklet: Freewheel Bike Shop
62,VALENCIA950,block,"950 Valencia St San Francisco, CA 94110",Justin Panganiban,06/14/14 12:11 PM,06/14/14 12:16 PM,33,5,3,0,0,2,1,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,3,0,0,7,0,0,0,0,13,0,0,0,0,2,0,
63,VALENCIA951,block,"951 Valencia St San Francisco, CA 94110",Justin Panganiban,06/14/14 12:17 PM,06/14/14 12:22 PM,33,2,4,0,0,2,0,0,6,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,3,0,0,3,0,0,0,0,13,0,0,0,0,4,0,
64,CORTLAND903,parklet,"903 Cortland Ave San Francisco, CA 94110",Justin Panganiban,06/14/14 01:00 PM,06/14/14 01:06 PM,7,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Parklet: Freewheel Bike Shop
65,VALENCIA914,parklet,"914 Valencia St San Francisco, CA 94110",Justin Panganiban,06/14/14 01:43 PM,06/14/14 01:45 PM,13,2,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Parklet: Freewheel Bike Shop
66,VALENCIA951,block,"951 Valencia St San Francisco, CA 94110",Justin Panganiban,06/14/14 01:06 PM,06/14/14 01:11 PM,69,6,9,0,0,3,0,12,3,9,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,7,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6,2,0,0,5,0,0,0,0,15,0,0,0,0,3,0,
67,VALENCIA950,block,"950 Valencia St San Francisco, CA 94110",Justin Panganiban,06/14/14 01:26 PM,06/14/14 01:31 PM,49,8,4,0,0,0,2,4,0,7,0,0,0,4,0,0,0,0,0,1,0,1,3,0,0,0,0,0,4,5,4,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,5,3,0,0,5,0,0,0,0,13,0,0,0,0,3,0,
68,MISSION4754,parklet,4754 Mission St,Sara Ameri,06/10/14 01:25 PM,06/10/14 01:30 PM,4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,Parklet: Excelsior Action Group. the girl was also reading
69,MISSION4754,parklet,4754 Mission St,Sara Ameri,06/10/14 01:00 PM,06/10/14 01:05 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Parklet: Excelsior Action Group
70,MISSION4754,parklet,4754 Mission St,Sara Ameri,06/10/14 12:00 PM,06/10/14 12:05 PM,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Parklet: Excelsior Action Group
71,MISSION4754,parklet,4754 Mission St,Sara Ameri,06/10/14 12:30 PM,06/10/14 12:35 PM,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Parklet: Excelsior Action Group. a man is standing very close to parklet reading a newspaper
72,MISSION4751,block,4751 Mission St,Sara Ameri,06/10/14 12:15 PM,06/10/14 12:20 PM,27,4,3,7,0,0,0,2,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,Parklet: Excelsior Action Group
73,MISSION4750,block,4750 Mission St,Sara Ameri,06/10/14 12:20 PM,06/10/14 12:25 PM,32,3,5,5,0,1,2,4,0,4,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,2,0,Parklet: Excelsior Action Group
74,MISSION4750,block,4750 Mission St,Sara Ameri,06/10/14 01:15 PM,06/10/14 01:20 PM,12,1,2,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,2,0,Parklet: Excelsior Action Group
75,MISSION4751,block,4751 Mission St,Sara Ameri,06/10/14 01:20 PM,06/10/14 01:25 PM,30,6,1,6,0,0,1,2,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,Parklet: Excelsior Action Group
76,VALENCIA914,parklet,"914 Valencia St San Francisco, CA 94110",Justin Panganiban,06/14/14 05:00 PM,06/14/14 05:05 PM,20,3,2,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Parklet: Freewheel Bike Shop
77,VALENCIA914,parklet,"914 Valencia St San Francisco, CA 94110",Justin Panganiban,06/14/14 05:38 PM,06/14/14 05:40 PM,10,2,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Parklet: Freewheel Bike Shop
78,VALENCIA950,block,"950 Valencia St San Francisco, CA 94110",Justin Panganiban,06/14/14 05:15 PM,06/14/14 05:22 PM,53,6,8,0,0,0,1,0,8,12,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,8,2,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,4,5,0,0,6,0,0,0,0,14,0,0,0,0,1,0,
79,VALENCIA951,block,"951 Valencia St San Francisco, CA 94110",Justin Panganiban,06/14/14 05:22 PM,06/14/14 05:26 PM,37,4,6,0,0,0,0,2,3,6,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,5,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,7,3,0,0,5,0,0,0,0,18,0,0,0,0,2,0,
80,VALENCIA914,parklet,"914 Valencia St San Francisco, CA 94110",Justin Panganiban,06/14/14 06:00 PM,06/14/14 06:01 PM,9,1,1,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Parklet: Freewheel Bike Shop
81,VALENCIA914,parklet,"914 Valencia St San Francisco, CA 94110",Justin Panganiban,06/14/14 06:32 PM,06/14/14 06:35 PM,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Parklet: Freewheel Bike Shop. Presumably homeless man asleep on parklet surface. Seems like others are avoiding parklet because of it
82,VALENCIA950,block,"950 Valencia St San Francisco, CA 94110",Justin Panganiban,06/14/14 06:12 PM,06/14/14 06:16 PM,19,3,1,0,0,1,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,0,0,7,0,0,0,0,14,0,0,0,0,0,0,
83,VALENCIA951,block,"951 Valencia St San Francisco, CA 94110",Justin Panganiban,06/14/14 06:16 PM,06/14/14 06:21 PM,34,3,4,0,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,6,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,1,0,0,3,0,0,0,0,18,0,0,0,0,1,0,
84,CORTLAND903,parklet,"903 Cortland Ave San Francisco, CA 94110",Sara Ameri,06/11/14 01:35 PM,06/11/14 01:40 PM,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Parklet: Sandbox Bakery
85,CORTLAND903,parklet,"903 Cortland Ave San Francisco, CA 94110",Sara Ameri,06/11/14 01:00 PM,06/11/14 01:05 PM,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Parklet: Sandbox Bakery. this user was a man who seems to work for the nearby restaurant in front of the parklet, he sat on the benches and exchange his sock with a medical one  "
86,CORTLAND903,parklet,"903 Cortland Ave San Francisco, CA 94110",Sara Ameri,06/11/14 12:00 PM,06/11/14 12:05 PM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Parklet: Sandbox Bakery. at the first moment of my arrival an old woman talked to me about what I am doing and she was the supporter for this parklet 
87,CORTLAND903,parklet,"903 Cortland Ave San Francisco, CA 94110",Sara Ameri,06/11/14 12:35 PM,06/11/14 12:40 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Parklet: Sandbox Bakery
88,CORTLAND951,block,"951 Cortland Ave San Francisco, CA 94110",Sara Ameri,06/11/14 12:15 PM,06/11/14 12:20 PM,10,1,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,Parklet: Sandbox Bakery. there was a woman picking up the bottles and litter 
89,CORTLAND950,block,"950 Cortland Ave San Francisco, CA 94110",Sara Ameri,06/11/14 12:35 PM,06/11/14 12:40 PM,22,2,4,4,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5,0,0,0,0,3,0,Parklet: Sandbox Bakery
90,CORTLAND950,block,"950 Cortland Ave San Francisco, CA 94110",Sara Ameri,06/11/14 01:15 PM,06/11/14 01:20 PM,10,2,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,5,0,Parklet: Sandbox Bakery
91,CORTLAND951,block,"951 Cortland Ave San Francisco, CA 94110",Sara Ameri,06/11/14 01:20 PM,06/11/14 01:25 PM,25,5,0,5,0,0,1,2,0,3,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,3,0,Parklet: Sandbox Bakery
92,VALENCIA375,parklet,"375 Valencia St San Francisco, CA 94103",Luke Norman,06/10/14 12:00 PM,06/10/14 01:00 PM,39,7,4,0,0,0,1,4,3,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,Parklet: Four Barrel
93,VALENCIA375,parklet,"375 Valencia St San Francisco, CA 94103",Luke Norman,06/10/14 12:45 PM,06/10/14 12:50 PM,11,2,2,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,Parklet: Four Barrel
94,VALENCIA351,block,"351 Valencia St San Francisco, CA 94103",Luke Norman,06/10/14 12:27 PM,06/10/14 12:32 PM,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,15,0,0,0,1,4,0,"Delivery truck parked, motorcycle parked, mail truck parked, city vehicle double-parked"
95,VALENCIA350,block,"350 Valencia St San Francisco, CA 94103",Luke Norman,06/10/14 12:20 PM,06/10/14 12:25 PM,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,4,0,0,1,0,0,0,0,17,0,0,0,0,2,0,"Parklet: f. Food truck, truck unloading in the middle of the street"
96,VALENCIA375,parklet,"375 Valencia St San Francisco, CA 94103",Luke Norman,06/10/14 01:55 PM,06/10/14 02:00 PM,29,3,4,0,0,0,0,4,0,2,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,Parklet: Four Barrel
97,VALENCIA350,block,"350 Valencia St San Francisco, CA 94103",Luke Norman,06/10/14 01:05 PM,06/10/14 01:10 PM,13,3,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,Parklet: Four Barrel
98,CLEMENT251,block,"251 Clement St San Francisco, CA 94118",Eunice Fong,06/11/14 12:34 PM,06/11/14 12:37 PM,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15,0,0,0,0,0,0,Parklet: Curnaica Parklet. no other public sitting spaces available on the street.
99,CLEMENT250,block,"250 Clement St San Francisco, CA 94118",Eunice Fong,06/11/14 12:28 PM,06/11/14 12:33 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,Parklet: Cumaica Parklet
100,CLEMENT251,block,"251 Clement St San Francisco, CA 94118",Eunice Fong,06/11/14 01:15 PM,06/11/14 01:17 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,13,0,0,0,0,2,0,
101,CLEMENT250,block,"250 Clement St San Francisco, CA 94118",Eunice Fong,06/11/14 01:17 PM,06/11/14 01:19 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,7,0,0,0,0,1,0,
102,CLEMENT200,parklet,"200 Clement St San Francisco, CA 94118",Eunice Fong,06/11/14 01:30 PM,06/11/14 01:35 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,
103,CLEMENT200,parklet,"200 Clement St San Francisco, CA 94118",Eunice Fong,06/14/14 01:00 PM,06/14/14 01:05 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Parklet: Cumaica. overheard 2 shop ladies discussing how trash gets cuaght under one of the wooden parklet structures. only caught hlf the conversation but she seemed displeased
104,CLEMENT200,parklet,"200 Clement St San Francisco, CA 94118",Eunice Fong,06/11/14 12:01 PM,06/11/14 12:06 PM,18,4,0,1,0,0,1,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Parklet: Cumaica
105,CLEMENT200,parklet,"200 Clement St San Francisco, CA 94118",Eunice Fong,06/11/14 12:37 PM,06/11/14 12:42 PM,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Parklet: Cumaica
106,FOLSOM1151,block,"1151 Folsom St San Francisco, CA 94103",Gene Stroman,06/10/14 05:29 PM,06/10/14 05:35 PM,15,4,1,0,0,1,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,29,0,0,0,0,0,0,1 car parked illegaly in red zone.
107,FOLSOM1150,block,"1150 Folsom St San Francisco, CA 94103",Gene Stroman,06/10/14 05:35 PM,06/10/14 05:42 PM,21,3,2,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,4,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,2,1,0,0,2,0,0,0,0,26,0,0,0,1,0,0,1 car parkled illegally in yellow zone. 1 taxi double parked.
108,FOLSOM1122,parklet,"1122 Folsom St San Francisco, CA 94103",Gene Stroman,06/10/14 05:00 PM,06/10/14 05:05 PM,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Parklet: Brainwash. Parklet has no integrated bike racks. Man was sitting on cafe private seating.
109,FOLSOM1122,parklet,"1122 Folsom St San Francisco, CA 94103",Gene Stroman,06/10/14 05:50 PM,06/10/14 05:52 PM,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Parklet: Brainwash. Different man sitting on cafe private seating
110,FOLSOM1122,parklet,"1122 Folsom St San Francisco, CA 94103",Gene Stroman,06/10/14 06:15 PM,06/10/14 06:21 PM,12,1,2,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,4,0,0,0,0,25,0,0,0,1,2,0,Parklet: Brainwash. 1 Taxi double parked.
111,FOLSOM1122,parklet,"1122 Folsom St San Francisco, CA 94103",Gene Stroman,06/10/14 06:22 PM,06/10/14 06:27 PM,13,3,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,22,0,0,0,0,1,0,Parklet: Brainwash
