id,name,unitAddress,surveyor ,climate ,temperature,startedAt ,endedAt ,modePedestrian,genderMale ,genderFemale ,age0To14 ,age25To64 ,age15To24 ,age65Plus ,activityRunning ,activityPlaying,activityRollerbladingSkateboarding ,activityConversing ,objectStroller,objectPushcart,notes
1695,DIVISADER650,"650 Divisadero St San Francisco, CA 94117",Jason Su,sunny,72,07/19/14 01:25 PM,07/19/14 01:35 PM,41,20,21,0,1,0,4,1,0,0,1,0,0,"Dog walking - 2
Pairs - 8Dog walking - 2
Pairs - 8Dog walking - 2
Pairs - 8Dog walking - 2
Pairs - 8Dog walking - 2
Pairs - 8Dog walking - 2
Pairs - 8Dog walking - 2
Pairs - 8Dog walking - 2
Pairs - 8Dog walking - 2
Pairs - 8Dog walking - 2
Pairs - 8Dog walking - 2
Pairs - 8Dog walking - 2
Pairs - 8Dog walking - 2
Pairs - 8Dog walking - 2
Pairs - 8"
1696,VALENCIA351,"351 Valencia St San Francisco, CA 94103",Bahar Vaezi,cloudy,63,07/12/14 11:50 AM,07/12/14 12:00 PM,62,34,28,0,0,0,0,0,0,0,0,0,0,
1697,VALENCIA351,"351 Valencia St San Francisco, CA 94103",Bahar Vaezi,cloudy,63,07/12/14 12:40 PM,07/12/14 12:50 PM,62,34,28,0,0,0,0,0,0,0,0,0,0,
1698,VALENCIA350,"350 Valencia St San Francisco, CA 94103",Bahar Vaezi,cloudy,63,07/12/14 12:25 PM,07/12/14 12:35 PM,46,27,19,0,0,0,1,0,0,0,0,0,0,
1699,VALENCIA350,"350 Valencia St San Francisco, CA 94103",Bahar Vaezi,cloudy,63,07/12/14 12:25 PM,07/12/14 12:35 PM,46,27,19,0,0,0,1,0,0,0,0,0,0,
1700,VALENCIA350,"350 Valencia St San Francisco, CA 94103",Bahar Vaezi,cloudy,63,07/12/14 12:25 PM,07/12/14 12:35 PM,46,27,19,0,0,0,1,0,0,0,0,0,0,
1701,VALENCIA351,"351 Valencia St San Francisco, CA 94103",Bahar Vaezi,sunny,65,07/12/14 01:35 PM,07/12/14 01:45 PM,51,32,19,0,0,0,2,0,0,0,0,0,0,
1702,VALENCIA351,"351 Valencia St San Francisco, CA 94103",Bahar Vaezi,sunny,65,07/12/14 01:35 PM,07/12/14 01:45 PM,51,32,19,0,0,0,2,0,0,0,0,0,0,
1703,VALENCIA350,"350 Valencia St San Francisco, CA 94103",Bahar Vaezi,sunny,65,07/12/14 01:05 PM,07/12/14 01:15 PM,51,34,17,0,1,0,8,0,0,0,0,0,0,
1704,18TH1351,1351 18th St,Kath Buttar,sunny,70,07/19/14 12:05 PM,07/19/14 12:15 PM,15,6,9,0,0,0,1,0,0,0,0,0,0,
1705,18TH1350,1350 18th St,Kath Buttar,sunny,70,07/19/14 12:25 PM,07/19/14 12:35 PM,6,6,0,0,0,0,4,0,0,0,0,0,0,One pedestrian with dog
1706,18TH1351,1351 18th St,Kath Buttar,sunny,70,07/19/14 01:15 PM,07/19/14 01:25 PM,35,20,15,0,0,0,3,1,0,0,0,0,0,
1707,18TH1350,1350 18th St,Kath Buttar,sunny,70,07/19/14 01:35 PM,07/19/14 01:45 PM,8,4,4,0,0,0,0,1,0,0,0,0,0,One pedestrian with dog
1708,YOSEMITE1750,"1750 Yosemite Ave San Francisco, CA 94124",Pranjali Deokule,sunny,70,07/19/14 12:35 PM,07/19/14 12:45 PM,4,2,2,0,0,0,0,1,0,0,0,0,0,
1709,YOSEMITE1751,"1751 Yosemite Ave San Francisco, CA 94124",Pranjali Deokule,sunny,70,07/19/14 01:00 PM,07/19/14 01:10 PM,3,0,3,0,0,0,0,0,0,0,0,0,0,
1710,YOSEMITE1751,"1751 Yosemite Ave San Francisco, CA 94124",Pranjali Deokule,sunny,70,07/19/14 01:17 PM,07/19/14 01:27 PM,4,4,0,0,0,0,0,0,0,0,0,0,0,2 people stopped the car in front of the coffee shop just to collect a cup of coffee.
1711,YOSEMITE1750,"1750 Yosemite Ave San Francisco, CA 94124",Pranjali Deokule,sunny,70,07/19/14 01:47 PM,07/19/14 01:57 PM,6,2,4,0,2,0,0,0,0,0,0,0,0,
1712,POWELL250,"250 Powell St San Francisco, CA 94102",Justin Panganiban,sunny,70,07/22/14 12:00 PM,07/22/14 12:10 PM,289,139,150,0,0,0,0,0,0,0,0,0,0,
1713,POWELL151,"151 Powell St San Francisco, CA 94102",Justin Panganiban,sunny,70,07/22/14 12:11 PM,07/22/14 12:22 PM,296,135,161,0,0,0,0,0,0,0,0,0,0,
1714,POWELL250,"250 Powell St San Francisco, CA 94102",Justin Panganiban,sunny,72,07/22/14 01:00 PM,07/22/14 01:10 PM,389,184,205,0,0,0,0,0,0,0,0,0,0,
1715,POWELL251,"251 Powell St San Francisco, CA 94102",Justin Panganiban,sunny,72,07/22/14 01:12 PM,07/22/14 01:22 PM,302,145,157,0,0,0,0,0,0,0,0,0,0,
1716,VALENCIA550,"550 Valencia St San Francisco, CA 94110",Amir Hajrasouliha,sunny,68,07/22/14 04:35 PM,07/22/14 04:45 PM,71,46,25,0,2,0,2,0,0,1,0,0,0,
1717,VALENCIA750,"750 Valencia St San Francisco, CA 94110",Amir Hajrasouliha,sunny,68,07/22/14 04:09 PM,07/22/14 04:19 PM,73,40,33,0,4,0,2,0,0,1,0,0,0,
1718,VALENCIA750,"750 Valencia St San Francisco, CA 94110",Amir Hajrasouliha,sunny,70,07/22/14 03:42 PM,07/22/14 03:52 PM,91,53,38,0,7,0,5,0,0,1,0,0,0,
1719,VALENCIA550,"550 Valencia St San Francisco, CA 94110",Amir Hajrasouliha,sunny,70,07/22/14 03:00 PM,07/22/14 03:10 PM,62,35,27,0,4,0,4,0,0,1,0,0,0,
1720,VALENCIA750,"750 Valencia St San Francisco, CA 94110",Amir Hajrasouliha,sunny,71,07/22/14 02:00 PM,07/22/14 02:10 PM,110,44,66,0,16,0,6,0,0,1,0,0,0,
1721,VALENCIA550,"550 Valencia St San Francisco, CA 94110",Amir Hajrasouliha,sunny,71,07/22/14 02:35 PM,07/22/14 02:45 PM,57,32,25,0,1,0,5,0,0,1,0,0,0,
1722,POWELL150,"150 Powell St San Francisco, CA 94102",Justin Panganiban,sunny,75,07/22/14 05:00 PM,07/22/14 05:10 PM,433,177,256,0,0,0,0,0,0,0,0,0,0,
1723,POWELL151,"151 Powell St San Francisco, CA 94102",Justin Panganiban,sunny,75,07/22/14 05:12 PM,07/22/14 05:22 PM,499,239,260,0,0,0,0,0,0,0,0,0,0,
1724,POWELL150,"150 Powell St San Francisco, CA 94102",Justin Panganiban,sunny,73,07/22/14 06:00 PM,07/22/14 06:10 PM,469,207,262,0,0,0,0,0,0,0,0,0,0,
1725,POWELL151,"151 Powell St San Francisco, CA 94102",Justin Panganiban,sunny,73,07/22/14 06:12 PM,07/22/14 06:22 PM,531,238,293,0,0,0,0,0,0,0,0,0,0,
1726,BALBOA451,"451 Balboa St San Francisco, CA 94118",Corina Velazco,sunny,68,07/23/14 12:05 PM,07/23/14 12:15 PM,12,6,6,0,3,0,2,0,0,0,0,0,0,
1727,BALBOA450,"450 Balboa St San Francisco, CA 94118",Corina Velazco,sunny,68,07/23/14 12:25 PM,07/23/14 12:35 PM,7,4,3,0,0,0,1,0,0,0,0,0,0,
1728,BALBOA451,"451 Balboa St San Francisco, CA 94118",Corina Velazco,sunny,68,07/23/14 01:05 PM,07/23/14 01:15 PM,9,4,5,0,2,0,1,0,0,0,0,0,0,
1729,BALBOA450,"450 Balboa St San Francisco, CA 94118",Corina Velazco,sunny,68,07/23/14 01:25 PM,07/23/14 01:35 PM,15,11,4,0,1,0,1,0,0,0,0,0,0,
1730,VALENCIA751,"751 Valencia St San Francisco, CA 94110",Amir Hajrasouliha,cloudy,62,07/08/14 10:00 PM,07/08/14 10:10 PM,75,49,26,0,0,0,1,0,0,0,0,0,0,
1731,JEFFERSON250,"250 Jefferson St San Francisco, CA 94133",Amir Hajrasouliha,sunny,66,07/12/14 02:19 PM,07/12/14 02:29 PM,516,237,279,0,0,0,0,0,0,0,0,0,0,
1732,JEFFERSON250,"250 Jefferson St San Francisco, CA 94133",Amir Hajrasouliha,sunny,66,07/12/14 02:19 PM,07/12/14 02:29 PM,516,237,279,0,0,0,0,0,0,0,0,0,0,
1733,JEFFERSON250,"250 Jefferson St San Francisco, CA 94133",Amir Hajrasouliha,sunny,66,07/12/14 02:19 PM,07/12/14 02:29 PM,516,237,279,0,0,0,0,0,0,0,0,0,0,
1734,JEFFERSON251,"251 Jefferson St San Francisco, CA 94133",Amir Hajrasouliha,cloudy,64,07/12/14 02:08 PM,07/12/14 02:18 PM,456,209,247,0,0,0,0,0,0,0,0,0,0,
1735,JEFFERSON250,"250 Jefferson St San Francisco, CA 94133",Amir Hajrasouliha,sunny,66,07/12/14 11:47 AM,07/12/14 11:57 AM,321,149,172,0,0,0,0,14,0,0,0,0,0,
1736,JEFFERSON250,"250 Jefferson St San Francisco, CA 94133",Amir Hajrasouliha,sunny,66,07/12/14 12:50 PM,07/12/14 01:00 PM,505,232,273,0,0,0,0,0,0,0,0,0,0,
1737,JEFFERSON450,"450 Jefferson St San Francisco, CA 94133",Amir Hajrasouliha,sunny,66,07/12/14 12:10 PM,07/12/14 12:20 PM,340,160,180,0,38,0,9,6,0,0,0,0,0,
1738,JEFFERSON451,"451 Jefferson St San Francisco, CA 94109",Amir Hajrasouliha,sunny,66,07/12/14 12:33 PM,07/12/14 12:43 PM,170,80,90,0,8,0,14,4,0,0,0,0,0,
1739,JEFFERSON251,"251 Jefferson St San Francisco, CA 94133",Amir Hajrasouliha,sunny,66,07/12/14 08:44 AM,07/12/14 08:55 AM,67,43,24,0,14,0,1,1,0,1,0,0,0,
1740,JEFFERSON250,"250 Jefferson St San Francisco, CA 94133",Amir Hajrasouliha,sunny,66,07/12/14 08:48 AM,07/12/14 08:58 AM,107,51,56,0,3,0,5,33,0,1,0,0,0,
1741,JEFFERSON451,"451 Jefferson St San Francisco, CA 94109",Amir Hajrasouliha,sunny,66,07/12/14 09:05 AM,07/12/14 09:15 AM,86,46,40,0,11,0,12,2,0,0,0,0,0,
1742,JEFFERSON450,"450 Jefferson St San Francisco, CA 94133",Amir Hajrasouliha,sunny,66,07/12/14 09:15 AM,07/12/14 09:25 AM,81,48,33,0,3,0,6,30,0,2,0,0,0,
1743,JEFFERSON251,"251 Jefferson St San Francisco, CA 94133",Amir Hajrasouliha,sunny,66,07/12/14 09:32 AM,07/12/14 09:42 AM,76,43,33,0,10,0,8,0,0,0,0,0,0,
1744,JEFFERSON251,"251 Jefferson St San Francisco, CA 94133",Amir Hajrasouliha,sunny,66,07/12/14 10:28 AM,07/12/14 10:38 AM,173,88,85,0,23,0,9,1,0,0,0,0,0,
1745,JEFFERSON450,"450 Jefferson St San Francisco, CA 94133",Amir Hajrasouliha,sunny,66,07/12/14 11:11 AM,07/12/14 11:21 AM,192,102,90,0,26,0,10,9,0,0,0,0,0,
1746,JEFFERSON451,"451 Jefferson St San Francisco, CA 94109",Amir Hajrasouliha,sunny,66,07/12/14 11:00 AM,07/12/14 11:10 AM,117,52,65,0,9,0,1,0,0,0,0,0,0,
1747,JEFFERSON250,"250 Jefferson St San Francisco, CA 94133",Amir Hajrasouliha,sunny,66,07/12/14 10:39 AM,07/12/14 10:49 AM,223,109,114,0,13,0,10,24,0,1,0,0,0,
1748,JEFFERSON250,"250 Jefferson St San Francisco, CA 94133",Amir Hajrasouliha,sunny,66,07/12/14 09:10 AM,07/12/14 09:20 AM,126,61,65,0,10,0,15,28,0,0,0,0,0,
1749,JUDAH4051,"4051 Judah St San Francisco, CA 94122",Fahteen Khan,sunny,64,07/19/14 12:05 PM,07/19/14 12:15 PM,44,20,24,0,6,0,3,0,0,1,0,0,0,"A lot of people siting and using the aprklet, very few actually crossing the street to and fro at the given time. A lot of cycles parked but no one seen cycling though."
1750,JUDAH4050,"4050 Judah St San Francisco, CA 94122",Fahteen Khan,sunny,64,07/19/14 12:25 PM,07/19/14 12:35 PM,9,6,3,0,0,0,3,0,0,0,0,0,0,
1751,JUDAH4051,"4051 Judah St San Francisco, CA 94122",Fahteen Khan,sunny,64,07/19/14 01:05 PM,07/19/14 01:15 PM,16,10,6,0,0,0,4,0,0,0,0,0,0,
1752,JUDAH4050,"4050 Judah St San Francisco, CA 94122",Fahteen Khan,sunny,64,07/19/14 01:25 PM,07/19/14 01:35 PM,25,16,9,0,0,0,4,0,0,0,0,0,0,
1753,VALENCIA551,"551 Valencia St San Francisco, CA 94110",Justin Panganiban,sunny,75,07/26/14 02:26 PM,07/26/14 02:36 PM,158,74,84,0,3,0,0,0,0,2,0,0,0,
1754,VALENCIA751,"751 Valencia St San Francisco, CA 94110",Justin Panganiban,sunny,75,07/26/14 02:00 PM,07/26/14 02:10 PM,127,66,61,0,2,0,2,0,0,1,0,0,0,
1755,VALENCIA551,"551 Valencia St San Francisco, CA 94110",Justin Panganiban,sunny,75,07/26/14 03:24 PM,07/26/14 03:34 PM,140,77,63,0,2,0,6,1,0,0,0,0,0,
1756,VALENCIA751,"751 Valencia St San Francisco, CA 94110",Justin Panganiban,sunny,75,07/26/14 03:00 PM,07/26/14 03:10 PM,141,75,66,0,3,0,4,2,0,2,0,0,0,
1757,VALENCIA551,"551 Valencia St San Francisco, CA 94110",Justin Panganiban,sunny,75,07/26/14 04:21 PM,07/26/14 04:31 PM,129,63,66,0,1,0,7,0,0,0,0,0,0,
1758,VALENCIA751,"751 Valencia St San Francisco, CA 94110",Justin Panganiban,sunny,75,07/26/14 04:00 PM,07/26/14 04:10 PM,126,57,69,0,2,0,4,1,0,0,0,0,0,
1759,JEFFERSON250,"250 Jefferson St San Francisco, CA 94133",Amir Hajrasouliha,sunny,66,07/12/14 01:46 PM,07/12/14 01:56 PM,439,203,236,0,0,0,0,0,0,0,0,0,0,
1760,JEFFERSON250,"250 Jefferson St San Francisco, CA 94133",Amir Hajrasouliha,sunny,64,07/26/14 06:16 PM,07/26/14 06:26 PM,569,264,305,0,0,0,0,1,0,0,0,0,0,
1761,VALENCIA550,"550 Valencia St San Francisco, CA 94110",Robin Abad,,,07/26/14 10:14 AM,07/26/14 10:24 AM,34,14,20,0,3,0,1,0,0,0,0,0,0,
1762,VALENCIA750,"750 Valencia St San Francisco, CA 94110",Robin Abad,,,07/19/14 10:32 AM,07/19/14 10:42 AM,65,38,27,0,2,0,3,0,0,0,0,0,0,
1763,VALENCIA550,"550 Valencia St San Francisco, CA 94110",Robin Abad,,,07/19/14 11:17 AM,07/19/14 11:27 AM,31,20,11,0,1,0,2,0,0,1,0,0,0,
1764,VALENCIA750,"750 Valencia St San Francisco, CA 94110",Robin Abad,,,07/19/14 11:00 AM,07/19/14 11:10 AM,73,37,36,0,9,0,4,2,0,0,0,0,0,
1765,VALENCIA550,"550 Valencia St San Francisco, CA 94110",Robin Abad,sunny,,07/19/14 12:08 PM,07/19/14 12:18 PM,68,36,32,0,5,0,4,3,0,0,0,0,0,
1766,VALENCIA750,"750 Valencia St San Francisco, CA 94110",Robin Abad,,,07/19/14 12:28 PM,07/19/14 12:38 PM,122,69,53,0,3,0,5,0,0,0,1,0,0,
1767,VALENCIA550,"550 Valencia St San Francisco, CA 94110",Robin Abad,,,07/19/14 01:23 PM,07/19/14 01:33 PM,139,83,56,0,2,0,11,0,0,2,0,0,0,
1768,VALENCIA750,"750 Valencia St San Francisco, CA 94110",Robin Abad,,,07/19/14 01:03 PM,07/19/14 01:13 PM,125,77,48,0,15,0,4,1,0,2,0,0,0,
1769,VALENCIA551,"551 Valencia St San Francisco, CA 94110",Robin Abad,,,07/26/14 01:20 PM,07/26/14 01:30 PM,171,91,80,0,8,0,1,0,0,0,0,0,0,
1770,VALENCIA751,"751 Valencia St San Francisco, CA 94110",Robin Abad,,,07/26/14 01:00 PM,07/26/14 01:10 PM,82,42,40,0,4,0,7,0,0,0,0,0,0,
1771,VALENCIA551,"551 Valencia St San Francisco, CA 94110",Robin Abad,,,07/26/14 12:01 PM,07/26/14 12:11 PM,87,55,32,0,4,0,1,2,0,0,0,0,0,
1772,VALENCIA751,"751 Valencia St San Francisco, CA 94110",Robin Abad,,,07/26/14 12:22 PM,07/26/14 12:32 PM,112,51,61,0,4,0,7,1,0,1,1,0,0,
1773,VALENCIA551,"551 Valencia St San Francisco, CA 94110",Robin Abad,,,07/26/14 11:26 AM,07/26/14 11:36 AM,72,57,15,0,1,0,1,2,0,2,0,0,0,
1774,VALENCIA751,"751 Valencia St San Francisco, CA 94110",Robin Abad,,,07/26/14 11:00 AM,07/26/14 11:10 AM,61,32,29,0,2,0,5,2,0,0,0,0,0,
1775,VALENCIA551,"551 Valencia St San Francisco, CA 94110",Robin Abad,,,07/26/14 10:11 AM,07/26/14 10:21 AM,45,26,19,0,1,0,3,2,0,0,0,0,0,
1776,VALENCIA751,"751 Valencia St San Francisco, CA 94110",Robin Abad,,,07/26/14 10:34 AM,07/26/14 10:44 AM,38,25,13,0,0,0,2,2,0,1,0,0,0,
1777,VALENCIA750,"750 Valencia St San Francisco, CA 94110",david uniman,cloudy,70,06/14/14 03:27 PM,06/14/14 03:37 PM,,70,54,0,6,0,2,0,0,1,0,0,0,
1778,VALENCIA550,"550 Valencia St San Francisco, CA 94110",david uniman,sunny,65,06/14/14 04:15 PM,06/14/14 04:25 PM,81,37,44,0,1,0,2,1,0,0,0,0,0,
1779,VALENCIA750,"750 Valencia St San Francisco, CA 94110",david uniman,sunny,65,06/14/14 04:40 PM,06/14/14 04:50 PM,155,77,78,0,15,0,10,0,0,0,0,0,0,
1780,CLEMENT250,"250 Clement St San Francisco, CA 94118",david uniman,sunny,65,06/21/14 05:23 PM,06/21/14 05:33 PM,44,18,26,0,6,0,2,0,0,0,0,0,0,windy and chilly. 
1781,CLEMENT250,"250 Clement St San Francisco, CA 94118",david uniman,sunny,65,06/21/14 05:55 PM,06/21/14 06:55 PM,64,36,28,0,6,0,7,0,0,0,0,0,0,
1782,CLEMENT250,"250 Clement St San Francisco, CA 94118",david uniman,sunny,65,06/21/14 06:40 PM,06/21/14 06:50 PM,49,24,25,0,3,0,4,0,0,0,0,0,0,
1783,VALENCIA751,"751 Valencia St San Francisco, CA 94110",Amir Hajrasouliha,,,07/29/14 05:30 PM,07/29/14 05:40 PM,59,34,25,0,5,0,3,0,0,3,0,0,0,
1784,VALENCIA551,"551 Valencia St San Francisco, CA 94110",Amir Hajrasouliha,,,07/29/14 05:15 PM,07/29/14 05:25 PM,114,63,51,0,3,0,1,0,0,3,0,0,0,
1785,VALENCIA551,"551 Valencia St San Francisco, CA 94110",Amir Hajrasouliha,,,07/29/14 06:08 PM,07/29/14 06:18 PM,111,58,53,0,0,0,3,1,0,0,0,0,0,
1786,VALENCIA751,"751 Valencia St San Francisco, CA 94110",Amir Hajrasouliha,,,07/29/14 07:07 PM,07/29/14 07:17 PM,127,71,56,0,2,0,2,1,0,1,0,0,0,
1787,VALENCIA551,"551 Valencia St San Francisco, CA 94110",Amir Hajrasouliha,,,07/29/14 07:27 PM,07/29/14 07:37 PM,151,79,72,0,2,0,5,1,0,1,0,0,0,
1788,JEFFERSON250,"250 Jefferson St San Francisco, CA 94133",Amir Hajrasouliha,,,07/26/14 03:50 PM,07/26/14 04:00 PM,610,293,317,0,0,0,0,0,0,0,0,0,0,
1789,JEFFERSON251,"251 Jefferson St San Francisco, CA 94133",Amir Hajrasouliha,,,07/26/14 03:50 PM,07/26/14 04:00 PM,680,330,350,0,0,0,0,1,0,0,0,0,0,
1790,JEFFERSON251,"251 Jefferson St San Francisco, CA 94133",Amir Hajrasouliha,,,07/26/14 07:13 PM,07/26/14 07:23 PM,516,258,258,0,0,0,0,3,0,0,0,0,0,
1791,JEFFERSON250,"250 Jefferson St San Francisco, CA 94133",Amir Hajrasouliha,,,07/26/14 07:03 PM,07/26/14 07:13 PM,435,218,217,0,0,0,0,2,0,0,0,0,0,
1792,JEFFERSON250,"250 Jefferson St San Francisco, CA 94133",Amir Hajrasouliha,,,07/26/14 04:38 PM,07/26/14 04:48 PM,628,301,327,0,0,0,0,0,0,0,0,0,0,
1793,JEFFERSON251,"251 Jefferson St San Francisco, CA 94133",Amir Hajrasouliha,,,07/26/14 04:26 PM,07/26/14 04:36 PM,635,305,330,0,0,0,0,1,0,1,1,0,0,
1794,JEFFERSON450,"450 Jefferson St San Francisco, CA 94133",Amir Hajrasouliha,,,07/26/14 04:50 PM,07/26/14 05:00 PM,466,223,243,0,0,0,0,4,0,2,0,0,0,
1795,JEFFERSON450,"450 Jefferson St San Francisco, CA 94133",Amir Hajrasouliha,,,07/26/14 04:05 PM,07/26/14 04:15 PM,428,206,222,0,0,0,0,2,0,0,0,0,0,
1796,JEFFERSON450,"450 Jefferson St San Francisco, CA 94133",Amir Hajrasouliha,,,07/26/14 07:25 PM,07/26/14 07:35 PM,240,100,140,0,0,0,0,2,0,0,2,0,0,
1797,JEFFERSON450,"450 Jefferson St San Francisco, CA 94133",Amir Hajrasouliha,,,07/26/14 06:10 PM,07/26/14 06:20 PM,420,209,211,0,0,0,0,4,0,3,1,0,0,
1798,VALENCIA550,"550 Valencia St San Francisco, CA 94110",Jason Su,sunny,66,07/30/14 08:05 PM,07/30/14 08:15 PM,91,47,44,0,2,0,3,2,0,0,0,0,0,"Pairs - 17
Groups - 4
Lots of people waiting for restaurant/diningPairs - 17
Groups - 4
Lots of people waiting for restaurant/diningPairs - 17
Groups - 4
Lots of people waiting for restaurant/diningPairs - 17
Groups - 4
Lots of people waiting for restaurant/diningPairs - 17
Groups - 4
Lots of people waiting for restaurant/diningPairs - 17
Groups - 4
Lots of people waiting for restaurant/diningPairs - 17
Groups - 4
Lots of people waiting for restaurant/dining"
1799,VALENCIA750,"750 Valencia St San Francisco, CA 94110",Jason Su,sunny,64,07/30/14 08:25 PM,07/30/14 08:35 PM,79,44,35,0,0,0,3,2,0,1,1,0,0,"Pairs- 19
Groups - 4
Pets - 2Pairs- 19
Groups - 4
Pets - 2Pairs- 19
Groups - 4
Pets - 2Pairs- 19
Groups - 4
Pets - 2Pairs- 19
Groups - 4
Pets - 2Pairs- 19
Groups - 4
Pets - 2Pairs- 19
Groups - 4
Pets - 2"
1800,VALENCIA550,"550 Valencia St San Francisco, CA 94110",Jason Su,sunny,64,07/30/14 09:10 PM,07/30/14 09:20 PM,122,63,59,0,0,0,4,1,0,0,2,0,0,"Pairs - 32
Groups - 3
Pets - 1
Panhandling - 2Pairs - 32
Groups - 3
Pets - 1
Panhandling - 2Pairs - 32
Groups - 3
Pets - 1
Panhandling - 2Pairs - 32
Groups - 3
Pets - 1
Panhandling - 2Pairs - 32
Groups - 3
Pets - 1
Panhandling - 2Pairs - 32
Groups - 3
Pets - 1
Panhandling - 2Pairs - 32
Groups - 3
Pets - 1
Panhandling - 2"
1801,VALENCIA750,"750 Valencia St San Francisco, CA 94110",Jason Su,sunny,61,07/30/14 09:35 PM,07/30/14 09:45 PM,95,51,44,0,0,0,5,2,0,0,0,0,0,"Pairs - 25
Groups - 3Pairs - 25
Groups - 3Pairs - 25
Groups - 3Pairs - 25
Groups - 3Pairs - 25
Groups - 3Pairs - 25
Groups - 3Pairs - 25
Groups - 3"
1802,VALENCIA550,"550 Valencia St San Francisco, CA 94110",Jason Su,sunny,61,07/30/14 10:05 PM,07/30/14 10:15 PM,57,39,18,0,4,0,7,0,0,1,0,0,0,"Pairs - 17
Groups - 4Pairs - 17
Groups - 4Pairs - 17
Groups - 4Pairs - 17
Groups - 4Pairs - 17
Groups - 4Pairs - 17
Groups - 4Pairs - 17
Groups - 4"
1803,VALENCIA750,"750 Valencia St San Francisco, CA 94110",Jason Su,sunny,61,07/30/14 10:25 PM,07/30/14 10:35 PM,77,50,27,0,0,0,3,0,0,2,0,0,0,"Pairs - 13
Groups - 9
Pets - 1Pairs - 13
Groups - 9
Pets - 1Pairs - 13
Groups - 9
Pets - 1Pairs - 13
Groups - 9
Pets - 1Pairs - 13
Groups - 9
Pets - 1Pairs - 13
Groups - 9
Pets - 1Pairs - 13
Groups - 9
Pets - 1"
1804,JEFFERSON451,"451 Jefferson St San Francisco, CA 94109",Amir Hajrasouliha,cloudy,,08/09/14 10:05 AM,08/09/14 10:15 AM,137,54,83,0,16,0,14,3,0,0,0,0,0,
1805,JEFFERSON450,"450 Jefferson St San Francisco, CA 94133",Amir Hajrasouliha,cloudy,,08/09/14 10:18 AM,08/09/14 10:28 AM,139,82,57,0,10,0,7,12,0,0,0,0,0,
1806,JEFFERSON251,"251 Jefferson St San Francisco, CA 94133",Amir Hajrasouliha,cloudy,,08/09/14 11:09 AM,08/09/14 11:19 AM,244,128,116,0,34,0,6,1,0,0,0,0,0,
1807,JEFFERSON251,"251 Jefferson St San Francisco, CA 94133",Amir Hajrasouliha,cloudy,,08/09/14 12:15 PM,08/09/14 12:25 PM,462,224,238,0,55,0,15,0,0,0,2,0,0,
1808,JEFFERSON451,"451 Jefferson St San Francisco, CA 94109",Amir Hajrasouliha,cloudy,,08/09/14 01:19 PM,08/09/14 01:29 PM,253,133,120,0,21,0,7,1,0,0,0,0,0,
1809,JEFFERSON251,"251 Jefferson St San Francisco, CA 94133",Amir Hajrasouliha,cloudy,,08/09/14 01:32 PM,08/09/14 01:42 PM,500,220,280,0,44,0,6,0,0,0,0,0,0,
1810,JEFFERSON450,"450 Jefferson St San Francisco, CA 94133",Amir Hajrasouliha,cloudy,,08/09/14 02:23 PM,08/09/14 02:33 PM,434,208,226,0,37,0,5,0,0,0,0,0,0,
1811,JEFFERSON450,"450 Jefferson St San Francisco, CA 94133",Amir Hajrasouliha,cloudy,,08/09/14 03:18 PM,08/09/14 03:28 PM,376,180,196,0,0,0,0,2,0,0,0,0,0,
1812,LINDEN451,"451 Linden St San Francisco, CA 94102",Ecker Alison,sunny,63,07/14/15 01:00 PM,07/14/15 01:10 PM,46,19,27,0,1,0,0,0,0,0,0,0,0,"I counted all people entering or emerging from the alley as crossing my path (i.e. if they emerged from the alley and turned right, then I counted them as walking from left to right)."
1813,LINDEN450,"450 Linden St San Francisco, CA 94102",Ecker Alison,sunny,63,07/14/15 01:15 PM,07/14/15 01:25 PM,27,18,9,0,0,0,0,0,0,0,1,0,0,"I counted all people entering or emerging from the alley as crossing my path (i.e. if they emerged from the alley and turned right, then I counted them as walking from left to right).

Also, there are many people jaywalking from the even side of the street to Linden Alley opposite them (and vice versa, though somewhat less this way). This is potentially something to count.I counted all people entering or emerging from the alley as crossing my path (i.e. if they emerged from the alley and turned right, then I counted them as walking from left to right).

Also, there are many people jaywalking from the even side of the street to Linden Alley opposite them (and vice versa, though somewhat less this way). This is potentially something to count.I counted all people entering or emerging from the alley as crossing my path (i.e. if they emerged from the alley and turned right, then I counted them as walking from left to right).

Also, there are many people jaywalking from the even side of the street to Linden Alley opposite them (and vice versa, though somewhat less this way). This is potentially something to count.I counted all people entering or emerging from the alley as crossing my path (i.e. if they emerged from the alley and turned right, then I counted them as walking from left to right).

Also, there are many people jaywalking from the even side of the street to Linden Alley opposite them (and vice versa, though somewhat less this way). This is potentially something to count.I counted all people entering or emerging from the alley as crossing my path (i.e. if they emerged from the alley and turned right, then I counted them as walking from left to right).

Also, there are many people jaywalking from the even side of the street to Linden Alley opposite them (and vice versa, though somewhat less this way). This is potentially something to count.I counted all people entering or emerging from the alley as crossing my path (i.e. if they emerged from the alley and turned right, then I counted them as walking from left to right).

Also, there are many people jaywalking from the even side of the street to Linden Alley opposite them (and vice versa, though somewhat less this way). This is potentially something to count."
