id,name,notes,location,startedAt,endedAt,modePedestrian
SFMove862,Grove at Civic Center Plaza (north side),4Di.ii; no wheelchairs or strollers from 8:00-12:00; at 1500 hours no more counts b/c Netflix event closed area to public; 1 stroller at 1700 hrs,"-122.417451068758, 37.7786761941644",06/10/17 04:00 PM,06/10/17 04:10 PM,1
SFMove863,Grove at Civic Center Plaza (north side),4Di.ii; no wheelchairs or strollers from 8:00-12:00; at 1500 hours no more counts b/c Netflix event closed area to public; 1 stroller at 1700 hrs,"-122.417451068758, 37.7786761941644",06/10/17 07:00 PM,06/10/17 07:10 PM,1
SFMove864,Grove at Civic Center Plaza (north side),4Di.ii; no wheelchairs or strollers from 8:00-12:00; at 1500 hours no more counts b/c Netflix event closed area to public; 1 stroller at 1700 hrs,"-122.417451068758, 37.7786761941644",06/10/17 11:00 AM,06/10/17 11:10 AM,1
SFMove865,Grove at Civic Center Plaza (north side),4Di.ii; no wheelchairs or strollers from 8:00-12:00; at 1500 hours no more counts b/c Netflix event closed area to public; 1 stroller at 1700 hrs,"-122.417451068758, 37.7786761941644",06/10/17 03:00 PM,06/10/17 03:10 PM,1
SFMove866,Civic Center crossing at Fulton Street,1 wheelchair at 1200 hrs; 1 wheelchair at 1400 hrs; 1 wheelchair at 1500 hrs; 1 stroller at 1700; 1 wheelchair and 1 stroller at 1900  ,"-122.41684153676, 37.7795787666528",06/10/17 10:00 AM,06/10/17 10:10 AM,1
SFMove867,Civic Center crossing at Fulton Street,"8am-9am: 0W, 0S; 10am: 0W, 4S; 11am: 0W, 1S (general observation: most ped traffic on north side, large groups come in cycles w/tour groups and/or signal phases; when tere wasn't tour group activity (hours 11-12pm), most ppl used southside crosswalk; 12pm: 0W, 3S; 1pm: 1W, 1S; 2pm: 0W, 1S; 3pm: 0W, 1S (tour bus at 3pm) ","-122.41684153676, 37.7795787666528",05/27/17 03:00 PM,05/27/17 03:10 PM,1
SFMove868,Civic Center crossing at Fulton Street,"8am-9am: 0W, 0S; 10am: 0W, 4S; 11am: 0W, 1S (general observation: most ped traffic on north side, large groups come in cycles w/tour groups and/or signal phases; when tere wasn't tour group activity (hours 11-12pm), most ppl used southside crosswalk; 12pm: 0W, 3S; 1pm: 1W, 1S; 2pm: 0W, 1S; 3pm: 0W, 1S (tour bus at 3pm) ","-122.41684153676, 37.7795787666528",05/27/17 11:00 AM,05/27/17 11:10 AM,1
SFMove869,Civic Center crossing at Fulton Street,"8am-9am: 0W, 0S; 10am: 0W, 4S; 11am: 0W, 1S (general observation: most ped traffic on north side, large groups come in cycles w/tour groups and/or signal phases; when tere wasn't tour group activity (hours 11-12pm), most ppl used southside crosswalk; 12pm: 0W, 3S; 1pm: 1W, 1S; 2pm: 0W, 1S; 3pm: 0W, 1S (tour bus at 3pm) ","-122.41684153676, 37.7795787666528",05/27/17 10:00 AM,05/27/17 10:10 AM,1
SFMove870,Civic Center crossing at Fulton Street,"8am-9am: 0W, 0S; 10am: 0W, 4S; 11am: 0W, 1S (general observation: most ped traffic on north side, large groups come in cycles w/tour groups and/or signal phases; when tere wasn't tour group activity (hours 11-12pm), most ppl used southside crosswalk; 12pm: 0W, 3S; 1pm: 1W, 1S; 2pm: 0W, 1S; 3pm: 0W, 1S (tour bus at 3pm) ","-122.41684153676, 37.7795787666528",05/27/17 05:00 PM,05/27/17 05:10 PM,1
SFMove871,Civic Center crossing at Fulton Street,"8am-9am: 0W, 0S; 10am: 0W, 4S; 11am: 0W, 1S (general observation: most ped traffic on north side, large groups come in cycles w/tour groups and/or signal phases; when tere wasn't tour group activity (hours 11-12pm), most ppl used southside crosswalk; 12pm: 0W, 3S; 1pm: 1W, 1S; 2pm: 0W, 1S; 3pm: 0W, 1S (tour bus at 3pm) ","-122.41684153676, 37.7795787666528",05/27/17 07:00 PM,05/27/17 07:10 PM,1
SFMove872,Civic Center crossing at Fulton Street,"8am-9am: 0W, 0S; 10am: 0W, 4S; 11am: 0W, 1S (general observation: most ped traffic on north side, large groups come in cycles w/tour groups and/or signal phases; when tere wasn't tour group activity (hours 11-12pm), most ppl used southside crosswalk; 12pm: 0W, 3S; 1pm: 1W, 1S; 2pm: 0W, 1S; 3pm: 0W, 1S (tour bus at 3pm) ","-122.41684153676, 37.7795787666528",05/27/17 08:00 AM,05/27/17 08:10 AM,1
SFMove873,Civic Center crossing at Fulton Street,1 wheelchair at 1200 hrs; 1 wheelchair at 1400 hrs; 1 wheelchair at 1500 hrs; 1 stroller at 1700; 1 wheelchair and 1 stroller at 1900  ,"-122.41684153676, 37.7795787666528",06/10/17 01:00 PM,06/10/17 01:10 PM,1
SFMove874,Civic Center crossing at Fulton Street,1 wheelchair at 1200 hrs; 1 wheelchair at 1400 hrs; 1 wheelchair at 1500 hrs; 1 stroller at 1700; 1 wheelchair and 1 stroller at 1900  ,"-122.41684153676, 37.7795787666528",06/10/17 02:00 PM,06/10/17 02:10 PM,1
SFMove875,Civic Center crossing at Fulton Street,1 wheelchair at 1200 hrs; 1 wheelchair at 1400 hrs; 1 wheelchair at 1500 hrs; 1 stroller at 1700; 1 wheelchair and 1 stroller at 1900  ,"-122.41684153676, 37.7795787666528",06/10/17 03:00 PM,06/10/17 03:10 PM,1
SFMove876,Civic Center crossing at Fulton Street,1 wheelchair at 1200 hrs; 1 wheelchair at 1400 hrs; 1 wheelchair at 1500 hrs; 1 stroller at 1700; 1 wheelchair and 1 stroller at 1900  ,"-122.41684153676, 37.7795787666528",06/10/17 05:00 PM,06/10/17 05:10 PM,1
SFMove877,Civic Center crossing at Fulton Street,1 wheelchair at 1200 hrs; 1 wheelchair at 1400 hrs; 1 wheelchair at 1500 hrs; 1 stroller at 1700; 1 wheelchair and 1 stroller at 1900  ,"-122.41684153676, 37.7795787666528",06/10/17 04:00 PM,06/10/17 04:10 PM,1
SFMove878,Civic Center crossing at Fulton Street,1 wheelchair at 1200 hrs; 1 wheelchair at 1400 hrs; 1 wheelchair at 1500 hrs; 1 stroller at 1700; 1 wheelchair and 1 stroller at 1900  ,"-122.41684153676, 37.7795787666528",06/10/17 06:00 PM,06/10/17 06:10 PM,1
SFMove879,Civic Center crossing at Fulton Street,1 wheelchair at 1200 hrs; 1 wheelchair at 1400 hrs; 1 wheelchair at 1500 hrs; 1 stroller at 1700; 1 wheelchair and 1 stroller at 1900  ,"-122.41684153676, 37.7795787666528",06/10/17 07:00 PM,06/10/17 07:10 PM,1
SFMove880,Civic Center crossing at Fulton Street,1 wheelchair at 1200 hrs; 1 wheelchair at 1400 hrs; 1 wheelchair at 1500 hrs; 1 stroller at 1700; 1 wheelchair and 1 stroller at 1900  ,"-122.41684153676, 37.7795787666528",06/10/17 08:00 AM,06/10/17 08:10 AM,1
SFMove881,Civic Center crossing at Fulton Street,1 wheelchair at 1200 hrs; 1 wheelchair at 1400 hrs; 1 wheelchair at 1500 hrs; 1 stroller at 1700; 1 wheelchair and 1 stroller at 1900  ,"-122.41684153676, 37.7795787666528",06/10/17 09:00 AM,06/10/17 09:10 AM,1
SFMove882,Larkin at McAllister,"8-9am: 0W, 0S; 10am: 0W, 1S; 11am: 0W, 0S; 12pm: 0W, 1S; 2pm: cyclist left blank; 3 pm: 1W, 1S (pattern: ppl waiting @ light on east side of larkin b/c the light is so long, walking into middle of intersection to view city hall)","-122.417022585868, 37.7807224693973",05/27/17 04:00 PM,05/27/17 04:10 PM,1
SFMove883,Larkin at McAllister,"8-9am: 0W, 0S; 10am: 0W, 1S; 11am: 0W, 0S; 12pm: 0W, 1S; 2pm: cyclist left blank; 3 pm: 1W, 1S (pattern: ppl waiting @ light on east side of larkin b/c the light is so long, walking into middle of intersection to view city hall)","-122.417022585868, 37.7807224693973",05/27/17 03:00 PM,05/27/17 03:10 PM,1
SFMove884,Larkin at McAllister,"8-9am: 0W, 0S; 10am: 0W, 1S; 11am: 0W, 0S; 12pm: 0W, 1S; 2pm: cyclist left blank; 3 pm: 1W, 1S (pattern: ppl waiting @ light on east side of larkin b/c the light is so long, walking into middle of intersection to view city hall)","-122.417022585868, 37.7807224693973",05/27/17 05:00 PM,05/27/17 05:10 PM,1
SFMove885,Larkin at McAllister,"8-9am: 0W, 0S; 10am: 0W, 1S; 11am: 0W, 0S; 12pm: 0W, 1S; 2pm: cyclist left blank; 3 pm: 1W, 1S (pattern: ppl waiting @ light on east side of larkin b/c the light is so long, walking into middle of intersection to view city hall)","-122.417022585868, 37.7807224693973",05/27/17 07:00 PM,05/27/17 07:10 PM,1
SFMove886,Larkin at McAllister,"8-9am: 0W, 0S; 10am: 0W, 1S; 11am: 0W, 0S; 12pm: 0W, 1S; 2pm: cyclist left blank; 3 pm: 1W, 1S (pattern: ppl waiting @ light on east side of larkin b/c the light is so long, walking into middle of intersection to view city hall)","-122.417022585868, 37.7807224693973",05/27/17 08:00 AM,05/27/17 08:10 AM,1
SFMove887,Larkin at McAllister,"8-9am: 0W, 0S; 10am: 0W, 1S; 11am: 0W, 0S; 12pm: 0W, 1S; 2pm: cyclist left blank; 3 pm: 1W, 1S (pattern: ppl waiting @ light on east side of larkin b/c the light is so long, walking into middle of intersection to view city hall)","-122.417022585868, 37.7807224693973",05/27/17 01:00 PM,05/27/17 01:10 PM,1
SFMove888,McAllister at Hyde,"8-11am: 0W, 0S (10 ppl in 1 swoop from bus stop drop; most ped traffic on the north sidewalk); 12pm: 2 skateboards; 1pm: 1W, 0S; 3pm: 0W, 1S","-122.416398972272, 37.780589974575",05/27/17 08:00 AM,05/27/17 08:10 AM,1
SFMove889,McAllister at Hyde,"8-11am: 0W, 0S (10 ppl in 1 swoop from bus stop drop; most ped traffic on the north sidewalk); 12pm: 2 skateboards; 1pm: 1W, 0S; 3pm: 0W, 1S","-122.416398972272, 37.780589974575",05/25/17 02:00 PM,05/25/17 02:10 PM,1
SFMove890,McAllister at Hyde,"8-11am: 0W, 0S (10 ppl in 1 swoop from bus stop drop; most ped traffic on the north sidewalk); 12pm: 2 skateboards; 1pm: 1W, 0S; 3pm: 0W, 1S","-122.416398972272, 37.780589974575",05/27/17 05:00 PM,05/27/17 05:10 PM,1
SFMove891,McAllister at Hyde,"8-11am: 0W, 0S (10 ppl in 1 swoop from bus stop drop; most ped traffic on the north sidewalk); 12pm: 2 skateboards; 1pm: 1W, 0S; 3pm: 0W, 1S","-122.416398972272, 37.780589974575",05/27/17 07:00 PM,05/27/17 07:10 PM,1
SFMove892,McAllister at Hyde,"8-11am: 0W, 0S (10 ppl in 1 swoop from bus stop drop; most ped traffic on the north sidewalk); 12pm: 2 skateboards; 1pm: 1W, 0S; 3pm: 0W, 1S","-122.416398972272, 37.780589974575",05/27/17 09:00 AM,05/27/17 09:10 AM,1
SFMove893,McAllister at Hyde,"8-11am: 0W, 0S (10 ppl in 1 swoop from bus stop drop; most ped traffic on the north sidewalk); 12pm: 2 skateboards; 1pm: 1W, 0S; 3pm: 0W, 1S","-122.416398972272, 37.780589974575",05/27/17 10:00 AM,05/27/17 10:10 AM,1
SFMove894,Larkin at McAllister,"1 wheelchair, 1 stroller at 9:00; 1 stroller at 10:00; 1 stroller at 11:00; 1 wheelchair1 wheelchair at 1400 hrs; 1 wheechair and 1 stroller at 1600; 1 wheechair and 1 stroller at 1700; 3 wheelchairs and 1 stroller at 1900; at 1900 hrs a lot of ppl from the parking garage came up and walk towards the civic center ","-122.417022585868, 37.7807224693973",06/10/17 07:00 PM,06/10/17 07:10 PM,1
SFMove895,Larkin at McAllister,"1 wheelchair, 1 stroller at 9:00; 1 stroller at 10:00; 1 stroller at 11:00; 1 wheelchair1 wheelchair at 1400 hrs; 1 wheechair and 1 stroller at 1600; 1 wheechair and 1 stroller at 1700; 3 wheelchairs and 1 stroller at 1900; at 1900 hrs a lot of ppl from the parking garage came up and walk towards the civic center ","-122.417022585868, 37.7807224693973",06/10/17 02:00 PM,06/10/17 02:10 PM,1
SFMove896,Larkin at McAllister,"1 wheelchair, 1 stroller at 9:00; 1 stroller at 10:00; 1 stroller at 11:00; 1 wheelchair1 wheelchair at 1400 hrs; 1 wheechair and 1 stroller at 1600; 1 wheechair and 1 stroller at 1700; 3 wheelchairs and 1 stroller at 1900; at 1900 hrs a lot of ppl from the parking garage came up and walk towards the civic center ","-122.417022585868, 37.7807224693973",06/10/17 04:00 PM,06/10/17 04:10 PM,1
SFMove897,McAllister at Hyde,"1 wheelchair at 1400 hrs; 1600-2000 - rear entrance to Asian Art museum - quite a lot of people walked from the plaza to this entry but did not cross the imaginary lined, therefore were not counted","-122.416398972272, 37.780589974575",06/10/17 06:00 PM,06/10/17 06:10 PM,1
SFMove898,McAllister at Hyde,"1 wheelchair at 1400 hrs; 1600-2000 - rear entrance to Asian Art museum - quite a lot of people walked from the plaza to this entry but did not cross the imaginary lined, therefore were not counted","-122.416398972272, 37.780589974575",06/10/17 04:00 PM,06/10/17 04:10 PM,1
SFMove899,McAllister at Hyde,"1 wheelchair at 1400 hrs; 1600-2000 - rear entrance to Asian Art museum - quite a lot of people walked from the plaza to this entry but did not cross the imaginary lined, therefore were not counted","-122.416398972272, 37.780589974575",06/10/17 02:00 PM,06/10/17 02:10 PM,1
SFMove900,McAllister at Hyde,"1 wheelchair at 1400 hrs; 1600-2000 - rear entrance to Asian Art museum - quite a lot of people walked from the plaza to this entry but did not cross the imaginary lined, therefore were not counted","-122.416398972272, 37.780589974575",06/10/17 09:00 AM,06/10/17 09:10 AM,1
SFMove901,McAllister at Hyde,"1 wheelchair at 1400 hrs; 1600-2000 - rear entrance to Asian Art museum - quite a lot of people walked from the plaza to this entry but did not cross the imaginary lined, therefore were not counted","-122.416398972272, 37.780589974575",06/10/17 10:00 AM,06/10/17 10:10 AM,1
SFMove902,McAllister at Hyde,"1 wheelchair at 1400 hrs; 1600-2000 - rear entrance to Asian Art museum - quite a lot of people walked from the plaza to this entry but did not cross the imaginary lined, therefore were not counted","-122.416398972272, 37.780589974575",06/10/17 11:00 AM,06/10/17 11:10 AM,1
SFMove903,Fulton at Pioneer Plaza,no wheelchairs or strollers from 8:00-12:00; 2 strollers at 1200 hrs; 1 stroller at 1400 hrs; 2 wheelchairs at 1500hrs; 3 wheelchairs and 1 stroller at 1600 hrs; 1 stroller at 1900 hrs;,"-122.416244745254, 37.7796519047808",06/10/17 01:00 PM,06/10/17 01:10 PM,1
SFMove904,Fulton at Pioneer Plaza,"8am: 1W, 0S; 9am: 0W, 1S; 10am: 0W, 0S; 11am: 1W, 1S; 12pm: 0W, 0S; 1pm: 1W, 2S; 2pm: 0W, 1S; 3pm: 0W, 1S; ","-122.416244745254, 37.7796519047808",05/25/17 02:00 PM,05/25/17 02:10 PM,1
SFMove905,Fulton at Pioneer Plaza,"8am: 1W, 0S; 9am: 0W, 1S; 10am: 0W, 0S; 11am: 1W, 1S; 12pm: 0W, 0S; 1pm: 1W, 2S; 2pm: 0W, 1S; 3pm: 0W, 1S; ","-122.416244745254, 37.7796519047808",05/27/17 05:00 PM,05/27/17 05:10 PM,1
SFMove906,Fulton at Pioneer Plaza,"8am: 1W, 0S; 9am: 0W, 1S; 10am: 0W, 0S; 11am: 1W, 1S; 12pm: 0W, 0S; 1pm: 1W, 2S; 2pm: 0W, 1S; 3pm: 0W, 1S; ","-122.416244745254, 37.7796519047808",05/27/17 07:00 PM,05/27/17 07:10 PM,1
SFMove907,Fulton at Pioneer Plaza,"8am: 1W, 0S; 9am: 0W, 1S; 10am: 0W, 0S; 11am: 1W, 1S; 12pm: 0W, 0S; 1pm: 1W, 2S; 2pm: 0W, 1S; 3pm: 0W, 1S; ","-122.416244745254, 37.7796519047808",05/27/17 06:00 PM,05/27/17 06:10 PM,1
SFMove908,Fulton at Pioneer Plaza,"8am: 1W, 0S; 9am: 0W, 1S; 10am: 0W, 0S; 11am: 1W, 1S; 12pm: 0W, 0S; 1pm: 1W, 2S; 2pm: 0W, 1S; 3pm: 0W, 1S; ","-122.416244745254, 37.7796519047808",05/27/17 08:00 AM,05/27/17 08:10 AM,1
SFMove909,Fulton at Pioneer Plaza,"8am: 1W, 0S; 9am: 0W, 1S; 10am: 0W, 0S; 11am: 1W, 1S; 12pm: 0W, 0S; 1pm: 1W, 2S; 2pm: 0W, 1S; 3pm: 0W, 1S; ","-122.416244745254, 37.7796519047808",05/27/17 09:00 AM,05/27/17 09:10 AM,1
SFMove910,Fulton at Pioneer Plaza,"8am: 1W, 0S; 9am: 0W, 1S; 10am: 0W, 0S; 11am: 1W, 1S; 12pm: 0W, 0S; 1pm: 1W, 2S; 2pm: 0W, 1S; 3pm: 0W, 1S; ","-122.416244745254, 37.7796519047808",05/27/17 12:00 PM,05/27/17 12:10 PM,1
SFMove911,Hyde at Fulton,"8am: 1W; 0S; 9-10am: 0W, 0S; 11am: 2W, 0S; 12pm: 2W, 0S; 1pm: 1W, 0S; 2pm: 1W, 0S; 3pm: 1W, 0S ","-122.415010929107, 37.7791950556568",05/25/17 02:00 PM,05/25/17 02:10 PM,1
SFMove912,Hyde at Fulton,"8am: 1W; 0S; 9-10am: 0W, 0S; 11am: 2W, 0S; 12pm: 2W, 0S; 1pm: 1W, 0S; 2pm: 1W, 0S; 3pm: 1W, 0S ","-122.415010929107, 37.7791950556568",05/27/17 03:00 PM,05/27/17 03:10 PM,1
SFMove913,Fulton at Pioneer Plaza,no wheelchairs or strollers from 8:00-12:00; 2 strollers at 1200 hrs; 1 stroller at 1400 hrs; 2 wheelchairs at 1500hrs; 3 wheelchairs and 1 stroller at 1600 hrs; 1 stroller at 1900 hrs;,"-122.416244745254, 37.7796519047808",06/10/17 05:00 PM,06/10/17 05:10 PM,1
SFMove914,Fulton at Pioneer Plaza,no wheelchairs or strollers from 8:00-12:00; 2 strollers at 1200 hrs; 1 stroller at 1400 hrs; 2 wheelchairs at 1500hrs; 3 wheelchairs and 1 stroller at 1600 hrs; 1 stroller at 1900 hrs;,"-122.416244745254, 37.7796519047808",06/10/17 07:00 PM,06/10/17 07:10 PM,1
SFMove915,Fulton at Pioneer Plaza,no wheelchairs or strollers from 8:00-12:00; 2 strollers at 1200 hrs; 1 stroller at 1400 hrs; 2 wheelchairs at 1500hrs; 3 wheelchairs and 1 stroller at 1600 hrs; 1 stroller at 1900 hrs;,"-122.416244745254, 37.7796519047808",06/10/17 03:00 PM,06/10/17 03:10 PM,1
SFMove916,Hyde at Fulton,"8am: 1W; 0S; 9-10am: 0W, 0S; 11am: 2W, 0S; 12pm: 2W, 0S; 1pm: 1W, 0S; 2pm: 1W, 0S; 3pm: 1W, 0S ","-122.415010929107, 37.7791950556568",05/27/17 06:00 PM,05/27/17 06:10 PM,1
SFMove917,Hyde at Fulton,"8am: 1W; 0S; 9-10am: 0W, 0S; 11am: 2W, 0S; 12pm: 2W, 0S; 1pm: 1W, 0S; 2pm: 1W, 0S; 3pm: 1W, 0S ","-122.415010929107, 37.7791950556568",05/27/17 07:00 PM,05/27/17 07:10 PM,1
SFMove918,Hyde at Fulton,"8am: 1W; 0S; 9-10am: 0W, 0S; 11am: 2W, 0S; 12pm: 2W, 0S; 1pm: 1W, 0S; 2pm: 1W, 0S; 3pm: 1W, 0S ","-122.415010929107, 37.7791950556568",05/27/17 08:00 AM,05/27/17 08:10 AM,1
SFMove919,Hyde at Fulton,"8am: 1W; 0S; 9-10am: 0W, 0S; 11am: 2W, 0S; 12pm: 2W, 0S; 1pm: 1W, 0S; 2pm: 1W, 0S; 3pm: 1W, 0S ","-122.415010929107, 37.7791950556568",05/27/17 09:00 AM,05/27/17 09:10 AM,1
SFMove920,Hyde at Fulton,"8 am: 1 scooter; 1 wheelchair at 1500 hrs; at 1300 hrs people going to see Hamilton and coming out of ubers; surveyor for 1200-1600 hrs reported feeling unsafe at location 6C, approached many times; 1 wheelchair and 2 strollers at 1600 hrs; 2 wheelchairs at 1700 hrs; 1 wheelchair and 1 stroller at 1800 hrs","-122.415010929107, 37.7791950556568",06/10/17 12:00 PM,06/10/17 12:10 PM,1
SFMove921,Hyde at Fulton,"8 am: 1 scooter; 1 wheelchair at 1500 hrs; at 1300 hrs people going to see Hamilton and coming out of ubers; surveyor for 1200-1600 hrs reported feeling unsafe at location 6C, approached many times; 1 wheelchair and 2 strollers at 1600 hrs; 2 wheelchairs at 1700 hrs; 1 wheelchair and 1 stroller at 1800 hrs","-122.415010929107, 37.7791950556568",06/10/17 03:00 PM,06/10/17 03:10 PM,1
SFMove922,Hyde at Fulton,"8 am: 1 scooter; 1 wheelchair at 1500 hrs; at 1300 hrs people going to see Hamilton and coming out of ubers; surveyor for 1200-1600 hrs reported feeling unsafe at location 6C, approached many times; 1 wheelchair and 2 strollers at 1600 hrs; 2 wheelchairs at 1700 hrs; 1 wheelchair and 1 stroller at 1800 hrs","-122.415010929107, 37.7791950556568",06/10/17 04:00 PM,06/10/17 04:10 PM,1
SFMove923,Grove at Hyde,1 stroller at 10:00; 3 wheelchairs and 1 stroller at 11:00; 1 wheelchair and 1 stroller at 1200 hrs; 1 wheelchair at 1300 hrs; 1 stroller at 1400 hrs; 2 wheelchair and 1 stroller at 1500 hrs; 2 wheelchairs and 2 strollers at 1600 hrs; 3 wheelchairs at 1700 hrs; 3 wheelchairs at 1800 hrs,"-122.416036874055, 37.778744563186",06/10/17 06:00 PM,06/10/17 06:10 PM,1
SFMove924,Grove at Hyde,1 stroller at 10:00; 3 wheelchairs and 1 stroller at 11:00; 1 wheelchair and 1 stroller at 1200 hrs; 1 wheelchair at 1300 hrs; 1 stroller at 1400 hrs; 2 wheelchair and 1 stroller at 1500 hrs; 2 wheelchairs and 2 strollers at 1600 hrs; 3 wheelchairs at 1700 hrs; 3 wheelchairs at 1800 hrs,"-122.416036874055, 37.778744563186",06/10/17 05:00 PM,06/10/17 05:10 PM,1
SFMove925,Grove at Hyde,"8-9am: 0W, 0S; 10am: 0W, 3S; 11am: 2W, 2S; 12pm: 3W, 2S; 1pm: 2W, 2S; 2pm: 3W, 0S; 3pm: 0W, 1S; 4pm: 0W 2S; 5pm: 1W 0S; 6-7pm: 0W 0S (3 skaters; musica at the burger king is nice but a little creepy given the contest, too loud for skaters; ravers, addicts, sellers, psychos, families @ the theater)","-122.416036874055, 37.778744563186",05/27/17 12:00 PM,05/27/17 12:10 PM,1
SFMove926,Grove at Hyde,"8-9am: 0W, 0S; 10am: 0W, 3S; 11am: 2W, 2S; 12pm: 3W, 2S; 1pm: 2W, 2S; 2pm: 3W, 0S; 3pm: 0W, 1S; 4pm: 0W 2S; 5pm: 1W 0S; 6-7pm: 0W 0S (3 skaters; musica at the burger king is nice but a little creepy given the contest, too loud for skaters; ravers, addicts, sellers, psychos, families @ the theater)","-122.416036874055, 37.778744563186",05/27/17 01:00 PM,05/27/17 01:10 PM,1
SFMove927,Grove at Hyde,"8-9am: 0W, 0S; 10am: 0W, 3S; 11am: 2W, 2S; 12pm: 3W, 2S; 1pm: 2W, 2S; 2pm: 3W, 0S; 3pm: 0W, 1S; 4pm: 0W 2S; 5pm: 1W 0S; 6-7pm: 0W 0S (3 skaters; musica at the burger king is nice but a little creepy given the contest, too loud for skaters; ravers, addicts, sellers, psychos, families @ the theater)","-122.416036874055, 37.778744563186",05/27/17 03:00 PM,05/27/17 03:10 PM,1
SFMove928,UN Plaza Street,"12PM: 2S 1PM: 1S; 2PM: 2S; 3PM: 1W, 1S; 4pm: 1W 0S; 5-7pm: 0W 0S; ","-122.414434254169, 37.7798946380547",05/27/17 05:00 PM,05/27/17 05:10 PM,1
SFMove929,UN Plaza Street,"12PM: 2S 1PM: 1S; 2PM: 2S; 3PM: 1W, 1S; 4pm: 1W 0S; 5-7pm: 0W 0S; ","-122.414434254169, 37.7798946380547",05/27/17 07:00 PM,05/27/17 07:10 PM,1
SFMove930,UN Plaza Street,"12PM: 2S 1PM: 1S; 2PM: 2S; 3PM: 1W, 1S; 4pm: 1W 0S; 5-7pm: 0W 0S; ","-122.414434254169, 37.7798946380547",05/27/17 03:00 PM,05/27/17 03:10 PM,1
SFMove931,UN Plaza Street,"12PM: 2S 1PM: 1S; 2PM: 2S; 3PM: 1W, 1S; 4pm: 1W 0S; 5-7pm: 0W 0S; ","-122.414434254169, 37.7798946380547",05/27/17 08:00 AM,05/27/17 08:10 AM,1
SFMove932,UN Plaza Street,"12PM: 2S 1PM: 1S; 2PM: 2S; 3PM: 1W, 1S; 4pm: 1W 0S; 5-7pm: 0W 0S; ","-122.414434254169, 37.7798946380547",05/27/17 09:00 AM,05/27/17 09:10 AM,1
SFMove933,UN Plaza Street,"12PM: 2S 1PM: 1S; 2PM: 2S; 3PM: 1W, 1S; 4pm: 1W 0S; 5-7pm: 0W 0S; ","-122.414434254169, 37.7798946380547",05/27/17 12:00 PM,05/27/17 12:10 PM,1
SFMove934,UN Plaza Street,"12PM: 2S 1PM: 1S; 2PM: 2S; 3PM: 1W, 1S; 4pm: 1W 0S; 5-7pm: 0W 0S; ","-122.414434254169, 37.7798946380547",05/27/17 10:00 AM,05/27/17 10:10 AM,1
SFMove935,Leavenworth at UN Plaza,12PM: 1W; 2PM: 2W; 4-5pm: 0W 0S; 6pm: 1W 0S; 7pm: 1W 0S,"-122.413652390241, 37.7805592358459",05/27/17 01:00 PM,05/27/17 01:10 PM,1
SFMove936,Leavenworth at UN Plaza,12PM: 1W; 2PM: 2W; 4-5pm: 0W 0S; 6pm: 1W 0S; 7pm: 1W 0S,"-122.413652390241, 37.7805592358459",05/27/17 11:00 AM,05/27/17 11:10 AM,1
SFMove937,Leavenworth at UN Plaza,12PM: 1W; 2PM: 2W; 4-5pm: 0W 0S; 6pm: 1W 0S; 7pm: 1W 0S,"-122.413652390241, 37.7805592358459",05/25/17 02:00 PM,05/25/17 02:10 PM,1
SFMove938,UN Plaza Street,2 strollers at 11:00; 2 strollers at 1300 hrs; 1 wheelchair at 1500 hrs; 1 wheelchair at 1600 hrs; 3 strollers at 1700 hrs; 1 wheelchart at 1800 hrs; 1 stroller at 1900 hrs,"-122.414434254169, 37.7798946380547",06/10/17 07:00 PM,06/10/17 07:10 PM,1
SFMove939,UN Plaza Street,2 strollers at 11:00; 2 strollers at 1300 hrs; 1 wheelchair at 1500 hrs; 1 wheelchair at 1600 hrs; 3 strollers at 1700 hrs; 1 wheelchart at 1800 hrs; 1 stroller at 1900 hrs,"-122.414434254169, 37.7798946380547",06/10/17 02:00 PM,06/10/17 02:10 PM,1
SFMove940,UN Plaza Street,2 strollers at 11:00; 2 strollers at 1300 hrs; 1 wheelchair at 1500 hrs; 1 wheelchair at 1600 hrs; 3 strollers at 1700 hrs; 1 wheelchart at 1800 hrs; 1 stroller at 1900 hrs,"-122.414434254169, 37.7798946380547",06/10/17 04:00 PM,06/10/17 04:10 PM,1
SFMove941,Leavenworth at UN Plaza,12PM: 1W; 2PM: 2W; 4-5pm: 0W 0S; 6pm: 1W 0S; 7pm: 1W 0S,"-122.413652390241, 37.7805592358459",05/27/17 10:00 AM,05/27/17 10:10 AM,1
SFMove942,Leavenworth at UN Plaza,12PM: 1W; 2PM: 2W; 4-5pm: 0W 0S; 6pm: 1W 0S; 7pm: 1W 0S,"-122.413652390241, 37.7805592358459",05/27/17 03:00 PM,05/27/17 03:10 PM,1
SFMove943,Leavenworth at UN Plaza,12PM: 1W; 2PM: 2W; 4-5pm: 0W 0S; 6pm: 1W 0S; 7pm: 1W 0S,"-122.413652390241, 37.7805592358459",05/27/17 06:00 PM,05/27/17 06:10 PM,1
SFMove944,Leavenworth at UN Plaza,12PM: 1W; 2PM: 2W; 4-5pm: 0W 0S; 6pm: 1W 0S; 7pm: 1W 0S,"-122.413652390241, 37.7805592358459",05/27/17 04:00 PM,05/27/17 04:10 PM,1
